rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_spółdzielnia,czestochowa_wlasnosc_prywatna,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
apartamentowiec,68.57,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944000.0,
apartamentowiec,74.08,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210000.0,
apartamentowiec,78.64,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,
apartamentowiec,80.99,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,
apartamentowiec,81.4,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340000.0,
apartamentowiec,82.5,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395000.0,
apartamentowiec,84.33,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350000.0,
apartamentowiec,106.2,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985000.0,
apartamentowiec,112.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055000.0,
blok_mieszkań,50.0,nizki_poziom_jakosci,sierpien_2023,,,,,249900.0,249000.0,,,,,375000.0,,509666.6666666667,499000.0,320000.0,370000.0,369000.0,,,,,,,,,,799999.0,652000.0,573450.0,
blok_mieszkań,50.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,650000.0,,,420000.0,694500.0,535000.0,,429000.0,485666.6666666667,,,,,,490000.0,,,,1384200.0,,530000.0,
blok_mieszkań,61.5,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,437000.0,,,,,,,,,,,,,
blok_mieszkań,61.5,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,544275.0,,,,,,,,,,
blok_mieszkań,66.09,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,476000.0,,,,,,,,,,,
blok_mieszkań,32.0,nizki_poziom_jakosci,sierpien_2023,,290000.0,,,,,,,,,279000.0,,,440000.0,239000.0,,,299000.0,320000.0,,,,,,,260000.0,395000.0,,,
blok_mieszkań,32.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,579900.0,,,,,,,,,,,,,,,,,
blok_mieszkań,32.1,nizki_poziom_jakosci,sierpien_2023,,310000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,33.92,nizki_poziom_jakosci,sierpien_2023,320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,36.0,nizki_poziom_jakosci,sierpien_2023,312000.0,,,,,,,,325000.0,,,,444666.6666666667,,237000.0,258000.0,320000.0,335000.0,,,210000.0,,,,,299999.0,499000.0,,443000.0,
blok_mieszkań,36.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,499000.0,,,,,,,,,,345000.0,,,,,,,,,,650000.0,,,
blok_mieszkań,39.0,nizki_poziom_jakosci,sierpien_2023,280000.0,,,,199000.0,,,,,,349000.0,,421666.6666666667,,,,,,,,,,,,265000.0,,465000.0,,385000.0,
blok_mieszkań,39.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,420000.0,,,,,,,,,,583475.0,482500.0,525000.0,
blok_mieszkań,39.2,wysoki_poziom_jakosci,sierpien_2023,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,41.1,nizki_poziom_jakosci,sierpien_2023,,330000.0,,,,,,,,,,,,,,,,,,,,214000.0,,,,,,,,
blok_mieszkań,41.3,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,279000.0,,,,,,,,,,,,,,,,,,
blok_mieszkań,41.3,wysoki_poziom_jakosci,sierpien_2023,494500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,41.7,nizki_poziom_jakosci,sierpien_2023,,399000.0,,,,,,,,,,,,,,,,,,,,,399000.0,399000.0,,,,,,
blok_mieszkań,42.2,nizki_poziom_jakosci,sierpien_2023,350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,42.2,wysoki_poziom_jakosci,sierpien_2023,,,335000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,44.0,nizki_poziom_jakosci,sierpien_2023,,348000.0,,,,,,,,,,,434000.0,,315000.0,,,,,,,,,,,,,579000.0,,
blok_mieszkań,44.0,wysoki_poziom_jakosci,sierpien_2023,555000.0,,,,,,499000.0,,,,,,550000.0,,339000.0,419000.0,,,,,,,,,,,828000.0,,489000.0,
blok_mieszkań,44.5,nizki_poziom_jakosci,sierpien_2023,319000.0,,,,,,,,,,,,420000.0,,,,,,,,250000.0,,,,,,,,,
blok_mieszkań,44.5,wysoki_poziom_jakosci,sierpien_2023,,,,,,,520000.0,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,45.0,nizki_poziom_jakosci,sierpien_2023,,349000.0,,,,259000.0,,,,,,,456868.75,450000.0,302500.0,286000.0,,399000.0,,,,,,,320000.0,,,525000.0,,
blok_mieszkań,45.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,305000.0,463000.0,,,,,,655000.0,,,334700.0,,,450000.0,,,,514992.0,,478000.0,,792333.3333333334,,,
blok_mieszkań,45.3,nizki_poziom_jakosci,sierpien_2023,,349000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,559000.0,
blok_mieszkań,46.0,nizki_poziom_jakosci,sierpien_2023,357000.0,,,,,,,,,,229000.0,,522333.3333333333,514666.6666666667,285000.0,,,,,,261333.33333333334,,,,,,591000.0,589500.0,525000.0,
blok_mieszkań,46.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,305000.0,,,,,,,594000.0,,,,454000.0,,,,326000.0,,459000.0,,,,679500.0,,527500.0,
blok_mieszkań,47.0,nizki_poziom_jakosci,sierpien_2023,,315000.0,270000.0,,290000.0,,,,,,,,502500.0,,305000.0,275000.0,385000.0,400000.0,,,,277450.0,,,349000.0,,624714.2857142857,503250.0,470000.0,
blok_mieszkań,47.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,375000.0,485000.0,690000.0,,,405000.0,402000.0,,489000.0,,,,,,,460000.0,519000.0,665000.0,,
blok_mieszkań,48.1,wysoki_poziom_jakosci,sierpien_2023,,520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,590000.0,,
blok_mieszkań,48.2,nizki_poziom_jakosci,sierpien_2023,,,,,,,530000.0,,,,,,,,,,,,,,,,,,,,,799000.0,599000.0,
blok_mieszkań,48.2,wysoki_poziom_jakosci,sierpien_2023,375000.0,388000.0,,,,,,,,,385500.0,,,,,,,,,,310000.0,,,,,,,,,
blok_mieszkań,48.48,wysoki_poziom_jakosci,sierpien_2023,455000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,48.5,nizki_poziom_jakosci,sierpien_2023,349000.0,,,329000.0,,259000.0,,,,,,,,,,,,,,,250000.0,,,,,,,559000.0,469000.0,
blok_mieszkań,48.5,wysoki_poziom_jakosci,sierpien_2023,,,,,,399000.0,,,,,,,,,,,,,,,,,,,,,,599000.0,,
blok_mieszkań,48.6,nizki_poziom_jakosci,sierpien_2023,309000.0,,,365000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,48.6,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,359000.0,369900.0,,,,,,,,
blok_mieszkań,49.23,nizki_poziom_jakosci,sierpien_2023,360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,49.5,nizki_poziom_jakosci,sierpien_2023,339000.0,,,,,,,,,,,,,539000.0,,,,,,,,,,,,462000.0,,,,
blok_mieszkań,49.5,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,419000.0,,559000.0,,,,,,,,,,,
blok_mieszkań,50.62,nizki_poziom_jakosci,sierpien_2023,350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,51.26,wysoki_poziom_jakosci,sierpien_2023,445001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,52.0,nizki_poziom_jakosci,sierpien_2023,,425000.0,,,,327666.6666666667,,,399000.0,,,,593000.0,494000.0,,,,,,,350000.0,,,,,,712400.0,625000.0,,
blok_mieszkań,52.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,629000.0,,,,,770000.0,,,,408000.0,,,,,,,,,,,,,690821.0
blok_mieszkań,54.0,nizki_poziom_jakosci,sierpien_2023,349000.0,,,,226800.0,280000.0,,,,,356000.0,,668249.75,,369500.0,389000.0,420000.0,,,,,,,,,,655666.6666666666,646666.6666666666,,559000.0
blok_mieszkań,54.0,wysoki_poziom_jakosci,sierpien_2023,,,485900.0,,,,,,,,,,659500.0,,,,,,,,394333.3333333333,,548999.0,,,,,,569000.0,
blok_mieszkań,54.1,nizki_poziom_jakosci,sierpien_2023,459000.0,,,,,,449000.0,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,54.1,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,550000.0,,,579000.0,
blok_mieszkań,54.21,nizki_poziom_jakosci,sierpien_2023,345000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,54.4,nizki_poziom_jakosci,sierpien_2023,350000.0,,,,,,,,,,339000.0,,440000.0,,,,,,,,,,,,,,563000.0,,,
blok_mieszkań,54.5,nizki_poziom_jakosci,sierpien_2023,355000.0,,,,,,,,,,,,550000.0,,,,,,,,,,,,,,,,479990.0,
blok_mieszkań,55.0,nizki_poziom_jakosci,sierpien_2023,,,,410000.0,,,,,,,330000.0,,,880000.0,316000.0,355000.0,,,,,295000.0,,,,,,530000.0,,,
blok_mieszkań,55.0,wysoki_poziom_jakosci,sierpien_2023,,499000.0,425000.0,,,,,,,,,,647500.0,,,,,,,,,,,,,,1000000.0,790000.0,,
blok_mieszkań,56.36,wysoki_poziom_jakosci,sierpien_2023,565000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,57.8,nizki_poziom_jakosci,sierpien_2023,375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,722500.0,583000.0,
blok_mieszkań,57.86,nizki_poziom_jakosci,sierpien_2023,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,57.86,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,797000.0,,,
blok_mieszkań,57.87,wysoki_poziom_jakosci,sierpien_2023,570000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,57.9,nizki_poziom_jakosci,sierpien_2023,385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,58.45,nizki_poziom_jakosci,sierpien_2023,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,58.71,wysoki_poziom_jakosci,sierpien_2023,,609000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,59.7,nizki_poziom_jakosci,sierpien_2023,,,,,,,599000.0,,,,,,,,,,,,,,,,,,,405000.0,,685000.0,,599000.0
blok_mieszkań,59.7,wysoki_poziom_jakosci,sierpien_2023,415000.0,,,,,,549223.0,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,60.2,nizki_poziom_jakosci,sierpien_2023,,370000.0,,,,,577500.0,,,,,,,,,,,,,,,,,,,,649000.0,,,
blok_mieszkań,60.8,nizki_poziom_jakosci,sierpien_2023,419000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,61.3,nizki_poziom_jakosci,sierpien_2023,,399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,64.4,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549000.0,
blok_mieszkań,64.4,wysoki_poziom_jakosci,sierpien_2023,385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,64.7,nizki_poziom_jakosci,sierpien_2023,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,720000.0,,,
blok_mieszkań,69.3,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,389000.0,,,,,,,,,,,,,,,
blok_mieszkań,69.3,wysoki_poziom_jakosci,sierpien_2023,615000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,70.0,nizki_poziom_jakosci,sierpien_2023,,,,,399000.0,,,,,,,,,,,,,,,,391000.0,350000.0,,,,,,,,
blok_mieszkań,70.0,wysoki_poziom_jakosci,sierpien_2023,599000.0,,,,,,,,,,,,990000.0,858000.0,,,637500.0,,,,486000.0,,,,370000.0,,993333.3333333334,,,
blok_mieszkań,72.0,nizki_poziom_jakosci,sierpien_2023,,464000.0,,,,,,,,,,,720000.0,,,,559000.0,559000.0,,,,,,,,,,650000.0,,
blok_mieszkań,72.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,629000.0,,630000.0,,,,,,,,,,1150000.0,,689000.0,
blok_mieszkań,73.0,nizki_poziom_jakosci,sierpien_2023,520000.0,,,439000.0,,,,,,,,,788333.3333333334,,,,449000.0,,,,,,,,,,590000.0,,,
blok_mieszkań,73.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,479000.0,639000.0,,,,,,,,,,850000.0,750000.0,
blok_mieszkań,75.0,nizki_poziom_jakosci,sierpien_2023,,524000.0,,,,,,,,,,,1099000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,75.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,803500.0,,,,,,1150000.0,,607500.0,,,,,,,,,,,,1150000.0,,699000.0,
blok_mieszkań,75.47,nizki_poziom_jakosci,sierpien_2023,556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,83.1,nizki_poziom_jakosci,sierpien_2023,530000.0,,550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,85.0,nizki_poziom_jakosci,sierpien_2023,,470000.0,,,,,930000.0,,,,,,,,,,,,,,,,,,,,,,750000.0,
blok_mieszkań,85.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,1212000.0,,,,,,1197500.0,,,,,,,,,,,,,,,980000.0,,
blok_mieszkań,89.6,nizki_poziom_jakosci,sierpien_2023,460000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,89.6,wysoki_poziom_jakosci,sierpien_2023,,,,,,,985000.0,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,49.0,nizki_poziom_jakosci,sierpien_2023,,,342500.0,,,,,,,,,,514000.0,549000.0,,,384666.6666666667,407000.0,,,,,,,,,,,,
blok_mieszkań,49.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,588000.0,,,,,,685000.0,,,,477000.0,,,429000.0,299000.0,,,,,,675000.0,,620000.0,
blok_mieszkań,51.0,nizki_poziom_jakosci,sierpien_2023,,,,,335000.0,225000.0,649000.0,,,,,,,,336000.0,,,435000.0,,,,,,,379000.0,,,590000.0,,
blok_mieszkań,51.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,407900.0,,,598000.0,,399000.0,375000.0,,,,,,389000.0,,,325000.0,,,,500000.0,,,,,
blok_mieszkań,57.0,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,439500.0,,295000.0,,569000.0,619000.0,,,,387000.0,,,,,399000.0,,,,697600.0,633000.0,,
blok_mieszkań,57.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,398000.0,,605000.0,,,,399000.0,514000.0,504000.0,,,,,,699000.0,355000.0,1339000.0,,,
blok_mieszkań,64.0,nizki_poziom_jakosci,sierpien_2023,,,480000.0,,,,,590000.0,,,,,637500.0,,,,405000.0,,,,390000.0,,,,,,825000.0,803166.6666666666,725000.0,
blok_mieszkań,64.0,wysoki_poziom_jakosci,sierpien_2023,,,440000.0,,,,,,949000.0,,,,1052500.0,,,,655000.0,,,,,,459000.0,,559500.0,569000.0,850000.0,,,
blok_mieszkań,67.0,nizki_poziom_jakosci,sierpien_2023,,,379000.0,,,,,,,,,,799000.0,,,,,,,,,,,,,,,,630000.0,
blok_mieszkań,67.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,565000.0,,740000.0,,,,,980000.0,740000.0,
blok_mieszkań,68.3,wysoki_poziom_jakosci,sierpien_2023,,,478000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,74.15,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,515000.0,,,,,,,,,,,,,,,
blok_mieszkań,77.1,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,499000.0,579000.0,,,,,,,,,,,,
blok_mieszkań,78.9,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,660000.0,,,,,,,
blok_mieszkań,26.3,wysoki_poziom_jakosci,sierpien_2023,,,279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,31.0,nizki_poziom_jakosci,sierpien_2023,,,259000.0,,,,,,,,,,482500.0,,,,,,,,,,,,,,399000.0,,,
blok_mieszkań,31.0,wysoki_poziom_jakosci,sierpien_2023,,,265000.0,,,,,,,,,,365000.0,,,,,,,,,,,,,317000.0,,,399000.0,
blok_mieszkań,32.52,nizki_poziom_jakosci,sierpien_2023,,,,285000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,34.63,wysoki_poziom_jakosci,sierpien_2023,,,274000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,35.0,nizki_poziom_jakosci,sierpien_2023,,,245000.0,289000.0,,,,,,,,,419000.0,,,,,,,,215000.0,,,,154040.0,,,,,
blok_mieszkań,35.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,465000.0,,,,289000.0,,,,255000.0,,,,,,,,,
blok_mieszkań,35.07,nizki_poziom_jakosci,sierpien_2023,,,229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,35.14,nizki_poziom_jakosci,sierpien_2023,,,,299000.0,,,,,,,,,340000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,37.0,nizki_poziom_jakosci,sierpien_2023,,,265000.0,,185000.0,,499000.0,,,,,,420000.0,740000.0,250000.0,260000.0,370000.0,,,,,,,,,,459000.0,556000.0,,
blok_mieszkań,37.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,452099.8,,,290000.0,345000.0,,,,,,430000.0,,,,620000.0,599999.0,493750.0,
blok_mieszkań,37.3,nizki_poziom_jakosci,sierpien_2023,,,,219000.0,,,,,,,,,,,236000.0,,,,,,,,,,,,,,,
blok_mieszkań,37.3,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,250000.0,,,,,,,,,,,,,,,
blok_mieszkań,38.0,nizki_poziom_jakosci,sierpien_2023,,,272666.6666666667,269000.0,,,,,,,,,489600.0,420000.0,245000.0,240000.0,364000.0,350000.0,,,207500.0,199000.0,,,380000.0,299000.0,558750.0,544666.6666666666,,
blok_mieszkań,38.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,269000.0,,638500.0,,292500.0,320000.0,396000.0,,,,303900.0,325000.0,,,,,,622500.0,,
blok_mieszkań,39.17,wysoki_poziom_jakosci,sierpien_2023,,,330000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,40.17,wysoki_poziom_jakosci,sierpien_2023,,,385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,41.19,wysoki_poziom_jakosci,sierpien_2023,,,385000.0,,,,,,,,398000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,42.0,nizki_poziom_jakosci,sierpien_2023,,,279000.0,274000.0,,,399000.0,,,,,,450000.0,,317500.0,314000.0,,,,,,,,399000.0,385000.0,,,,,408000.0
blok_mieszkań,42.0,wysoki_poziom_jakosci,sierpien_2023,,,389000.0,,,,569666.6666666666,,,,,,,,,,,,,,,,,,,,565000.0,,520000.0,
blok_mieszkań,42.4,nizki_poziom_jakosci,sierpien_2023,,,269000.0,,,,,,,,,,,,,,,,,,,259000.0,,,,,,,,
blok_mieszkań,42.4,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,720000.0,,,
blok_mieszkań,42.42,nizki_poziom_jakosci,sierpien_2023,,,255000.0,,,,,,,,,,,,283000.0,289750.0,,,,,,,,,,,,,,
blok_mieszkań,42.42,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,382000.0,,,,
blok_mieszkań,42.5,nizki_poziom_jakosci,sierpien_2023,,,267500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,42.6,nizki_poziom_jakosci,sierpien_2023,,,269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,43.0,nizki_poziom_jakosci,sierpien_2023,,,290000.0,,,,,,,,,315000.0,,,,,,,,,,,,,,,550000.0,,,
blok_mieszkań,43.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,369000.0,,,,,,,,310000.0,299000.0,,415000.0,,,,,,,,,618944.0,,,
blok_mieszkań,46.33,nizki_poziom_jakosci,sierpien_2023,,,299000.0,,,,,,,,,,587500.0,,,,,,,,,,,,,,,,,
blok_mieszkań,46.7,nizki_poziom_jakosci,sierpien_2023,,,288000.0,,,,,,,,,,,,,,,,,,319000.0,,,,399000.0,,,,,
blok_mieszkań,46.7,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,320000.0,,,,,,,,,
blok_mieszkań,46.8,nizki_poziom_jakosci,sierpien_2023,,,,344999.0,,,,,,,,,,,,,,,,,,,,,,369000.0,,,,
blok_mieszkań,46.8,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,460000.0,,,,,,,,,,
blok_mieszkań,46.89,nizki_poziom_jakosci,sierpien_2023,,,295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,46.94,wysoki_poziom_jakosci,sierpien_2023,,,265000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,47.6,nizki_poziom_jakosci,sierpien_2023,,,303000.0,,209000.0,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,47.77,wysoki_poziom_jakosci,sierpien_2023,,,379000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,48.0,nizki_poziom_jakosci,sierpien_2023,,,324500.0,,,229000.0,,,,,,,463600.0,,274333.3333333333,,373750.0,388000.0,,,227000.0,255333.33333333334,,,320000.0,,636000.0,692666.6666666666,434500.0,450000.0
blok_mieszkań,48.0,wysoki_poziom_jakosci,sierpien_2023,,,350000.0,,,,,,,,,389000.0,,,,,404500.0,,520000.0,,449000.0,,,,,,617714.2857142857,,555666.6666666666,
blok_mieszkań,48.63,nizki_poziom_jakosci,sierpien_2023,,,,298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,49.1,nizki_poziom_jakosci,sierpien_2023,,,,339000.0,,,,,,,,,490000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,49.1,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,932950.3333333334,,,,,,,,,,,,,,,,,
blok_mieszkań,49.6,wysoki_poziom_jakosci,sierpien_2023,,,,379000.0,,,,,,,,,,549000.0,,,,,,,,,,,,,,,,
blok_mieszkań,50.44,wysoki_poziom_jakosci,sierpien_2023,,,438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,50.5,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,470000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,50.5,wysoki_poziom_jakosci,sierpien_2023,,,369000.0,,,,,,,,,,,,,,,,,,,460000.0,,,525000.0,,790000.0,,,
blok_mieszkań,52.1,nizki_poziom_jakosci,sierpien_2023,,,315000.0,,,,,,,,,,548500.0,,,,,,,,,,,,,,,,,
blok_mieszkań,52.1,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,765000.0,,,,,,,,,,,385000.0,,,,,,
blok_mieszkań,52.8,nizki_poziom_jakosci,sierpien_2023,,,306000.0,,,,,,,,,,,,,,,399000.0,,,,,,,,,,,,
blok_mieszkań,52.8,wysoki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,,,,,,,,,,,555000.0,,,,,,,
blok_mieszkań,53.0,nizki_poziom_jakosci,sierpien_2023,,,321800.0,318000.0,274000.0,,545000.0,,,449000.0,,350000.0,,,342500.0,332500.0,,,,,320000.0,,399000.0,,,399000.0,726000.0,509000.0,,
blok_mieszkań,53.0,wysoki_poziom_jakosci,sierpien_2023,,,,417000.0,,,,,,,385000.0,,661000.0,,,,,,,,,,547000.0,,,420000.0,737500.0,,,
blok_mieszkań,53.44,wysoki_poziom_jakosci,sierpien_2023,,,350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,55.3,nizki_poziom_jakosci,sierpien_2023,,,,,,,,,,,,,665000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.3,wysoki_poziom_jakosci,sierpien_2023,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,55.8,nizki_poziom_jakosci,sierpien_2023,,,355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,56.0,nizki_poziom_jakosci,sierpien_2023,,,339500.0,,,345000.0,645000.0,,,,369000.0,335000.0,,,369000.0,,367500.0,,,,335000.0,,,,,,627500.0,620000.0,,
blok_mieszkań,56.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,810000.0,,,,620000.0,375000.0,,545000.0,437000.0,,,435000.0,,,,,,,,,,,,
blok_mieszkań,56.2,wysoki_poziom_jakosci,sierpien_2023,,,399000.0,399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,59.0,nizki_poziom_jakosci,sierpien_2023,,,379000.0,,,280000.0,,,,,,399000.0,,,,,515000.0,450000.0,,,320000.0,320000.0,,,,399000.0,680000.0,558000.0,,595000.0
blok_mieszkań,59.0,wysoki_poziom_jakosci,sierpien_2023,,,,,,,760000.0,,,,,,819000.0,,,,,489000.0,569000.0,,,,,,,,,683000.0,625000.0,
blok_mieszkań,59.6,wysoki_poziom_jakosci,sierpien_2023,,,509000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
