rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_spółdzielnia,czestochowa_wlasnosc_prywatna,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia,krakow_udział,radom_udział
blok_mieszkań,72.98,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000.0,,,,
blok_mieszkań,73.99,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,840000.0,,,,,
blok_mieszkań,75.2,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,879000.0,,,,,
blok_mieszkań,75.2,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,977000.0,,,,,
blok_mieszkań,76.74,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,,,,
blok_mieszkań,77.4,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350000.0,,,,
blok_mieszkań,78.87,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1245000.0,,,,,
blok_mieszkań,79.07,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1431167.0,,,,,
blok_mieszkań,79.9,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1090000.0,,,,,
blok_mieszkań,80.4,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1099000.0,,,,,
blok_mieszkań,81.09,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1099000.0,,,,,
blok_mieszkań,81.33,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1550000.0,,,,,
blok_mieszkań,81.43,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050000.0,,,,
blok_mieszkań,81.96,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1020000.0,,,,,
blok_mieszkań,82.2,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,,
blok_mieszkań,84.6,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1120000.0,,,,,
blok_mieszkań,85.1,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020000.0,,,,
blok_mieszkań,85.19,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1280000.0,,,,,
blok_mieszkań,85.2,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1019640.0,1107600.0,,,,
blok_mieszkań,85.3,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1119000.0,,,,,
blok_mieszkań,86.1,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279000.0,,,,
blok_mieszkań,86.12,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,984700.0,,,,,
blok_mieszkań,86.5,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589000.0,,,,
blok_mieszkań,86.6,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1695000.0,,,,,
blok_mieszkań,86.88,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1550000.0,,,,,
blok_mieszkań,88.38,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,950000.0,,,,,
blok_mieszkań,88.8,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,994560.0,,,,,
blok_mieszkań,88.8,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270000.0,,,
blok_mieszkań,90.4,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235000.0,,,,
blok_mieszkań,91.5,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000.0,,,,,
blok_mieszkań,92.2,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1199000.0,,,,,
blok_mieszkań,92.3,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349000.0,,,,
blok_mieszkań,92.92,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1148000.0,,,,,
blok_mieszkań,100.3,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,,,,
blok_mieszkań,105.2,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1850000.0,,,,,
blok_mieszkań,109.9,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1295000.0,,,,,
blok_mieszkań,113.8,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1479400.0,,,,,
blok_mieszkań,115.5,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1580000.0,,,,,
blok_mieszkań,126.33,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2050000.0,,,,,
blok_mieszkań,130.5,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1680750.0,,,,,
blok_mieszkań,142.5,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,2970000.0,,,,
blok_mieszkań,146.46,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990000.0,,,,
blok_mieszkań,48.8,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558000.0,,,
blok_mieszkań,56.61,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075000.0,,,
blok_mieszkań,47.19,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788000.0,,,
blok_mieszkań,49.33,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000.0,,,
blok_mieszkań,76.96,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,,,
blok_mieszkań,26.12,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000.0,,,
blok_mieszkań,27.31,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000.0,,,
blok_mieszkań,29.11,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000.0,,,
blok_mieszkań,36.16,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529000.0,,,
blok_mieszkań,36.26,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000.0,,
blok_mieszkań,38.6,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419000.0,,,
blok_mieszkań,39.1,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519900.0,,
blok_mieszkań,43.72,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610000.0,,
blok_mieszkań,44.2,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460000.0,,
blok_mieszkań,45.42,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680000.0,,,
blok_mieszkań,45.84,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000.0,,,
blok_mieszkań,46.14,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569000.0,,,
blok_mieszkań,46.3,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495000.0,,
blok_mieszkań,50.09,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765000.0,,,
blok_mieszkań,50.22,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670000.0,,,
blok_mieszkań,51.71,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565000.0,,,
blok_mieszkań,52.69,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680000.0,,,
blok_mieszkań,53.3,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698000.0,,,
blok_mieszkań,55.21,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654000.0,,,
blok_mieszkań,56.39,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000.0,,,
blok_mieszkań,56.83,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740000.0,,,
blok_mieszkań,56.85,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685000.0,,,
blok_mieszkań,59.19,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730000.0,,,
blok_mieszkań,59.54,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760000.0,,,
blok_mieszkań,60.23,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695000.0,,,
blok_mieszkań,60.3,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596970.0,,
blok_mieszkań,61.01,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643000.0,,
blok_mieszkań,61.7,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780000.0,,,
blok_mieszkań,61.93,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640000.0,,,
blok_mieszkań,62.51,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000.0,,
blok_mieszkań,63.15,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000.0,,,
blok_mieszkań,64.3,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798000.0,,,
blok_mieszkań,66.36,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785000.0,,,
blok_mieszkań,67.06,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726000.0,,,
blok_mieszkań,67.81,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895000.0,,,
blok_mieszkań,68.91,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745000.0,,,
blok_mieszkań,69.9,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685000.0,,
blok_mieszkań,78.62,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849000.0,,,
blok_mieszkań,78.72,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825000.0,,,
blok_mieszkań,81.24,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749000.0,,,
blok_mieszkań,82.1,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835000.0,,,
blok_mieszkań,83.35,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890000.0,,,
blok_mieszkań,87.8,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810000.0,,,
blok_mieszkań,88.29,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899000.0,,,
blok_mieszkań,89.51,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898000.0,,,
blok_mieszkań,90.72,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095000.0,,,
blok_mieszkań,94.29,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290000.0,,,
blok_mieszkań,115.64,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180000.0,,,
kamienica,36.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,772500.0,,,,,,,,,,,,,,899000.0,,,,,
kamienica,38.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,199000.0,,,,,,,,,,,,,,,,,
kamienica,38.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,330000.0,,,,,,,,,,,,1034000.0,,,,,
kamienica,48.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,240000.0,,768000.0,,,,,,,,,,,,,,699000.0,,650000.0,,,
kamienica,48.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,565000.0,,,,,,,,,,1062966.6666666667,,,,,
kamienica,49.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,942500.0,,637000.0,,,
kamienica,49.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,1104700.0,,,,,,,,,,,,,,885000.0,,,,,
kamienica,55.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,649000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,55.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,,1062000.0,,689000.0,,,
kamienica,59.5,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,,,,,
kamienica,59.8,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,705000.0,,,,,,,
kamienica,61.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,430000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,61.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,580000.0,,,,,,,,,,,,,,,,,
kamienica,80.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,1470000.0,,,,,,,,,,,,426000.0,,1499666.6666666667,,,,,
kamienica,80.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,650000.0,,,,,,,
kamienica,87.0,wysoki_poziom_jakosci,styczen_2024,,,549500.0,,,,,,,,,,1799000.0,,,,,,,,,,,,,,,,,,,
kamienica,44.75,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,215000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,44.75,wysoki_poziom_jakosci,styczen_2024,499000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,77.17,nizki_poziom_jakosci,styczen_2024,599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,775000.0,,,
kamienica,33.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429990.0,,,
kamienica,33.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,390000.0,,570000.0,,,,,
kamienica,30.0,wysoki_poziom_jakosci,styczen_2024,,,299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,31.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519000.0,,,
kamienica,32.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,674500.0,,,,,
kamienica,32.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000.0,,,
kamienica,42.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748000.0,
kamienica,47.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,615000.0,,299999.0,,,,,,,,,,,,874499.5,,,,,
kamienica,47.0,wysoki_poziom_jakosci,styczen_2024,,,379000.0,,,,,,,,,,,,,,,,,,,,,,,,799000.0,,750000.0,,,
kamienica,47.6,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,289000.0,,,,,,,,,,,
kamienica,48.11,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,650000.0,,,,,,,,,,,,,,,,,,,
kamienica,49.2,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,910000.0,,,,,,,,,,,,,,,,,,,
kamienica,50.0,nizki_poziom_jakosci,styczen_2024,,,,,,,891000.0,,,,,,,,,,,,,,,,,,,,799000.0,,,,,
kamienica,53.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,990000.0,,480000.0,,,
kamienica,53.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,629000.0,,865000.0,,,,,
kamienica,54.5,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659000.0,,,
kamienica,56.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,899000.0,,,,,,,,,,,,,,1300000.0,,,,,
kamienica,56.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,943000.0,,,,,,,,,,,,445000.0,,,,,,,
kamienica,57.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,,,,,
kamienica,57.0,wysoki_poziom_jakosci,styczen_2024,,,469000.0,,,,,,,,,,,,,,,,,,,,,,,,1330000.0,,,,,
kamienica,60.0,nizki_poziom_jakosci,styczen_2024,,,,,,,775000.0,,,,,,,,,,,,,,,,,,485000.0,,,,,,,
kamienica,60.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,445000.0,,,,,,,,,,,,700000.0,,,
kamienica,63.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,406333.3333333333,,,,,,,,,,,,,,,,,,,,,
kamienica,63.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,960000.0,,,,,
kamienica,74.0,nizki_poziom_jakosci,styczen_2024,,,,,,439000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,74.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,815000.0,,,,,,,,,,1000000.0,,,
kamienica,85.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,649000.0,,,,,,,,1600000.0,,,,,
kamienica,90.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,550000.0,,,,,,2150000.0,,,,,
kamienica,90.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,430000.0,,,,,,829000.0,,,,,,,,,,,,,,,
kamienica,94.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,2350000.0,,,,,,,,,,,,,,,,799000.0,,,
kamienica,98.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870000.0,,,
kamienica,26.83,nizki_poziom_jakosci,styczen_2024,,,190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,32.3,wysoki_poziom_jakosci,styczen_2024,,,249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,35.0,nizki_poziom_jakosci,styczen_2024,,,220000.0,,,,,,,,,,,,,,,,,,,,,,,,720000.0,,,,,
kamienica,35.8,nizki_poziom_jakosci,styczen_2024,,,219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,35.8,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,805500.0,,,,,,,,,,,,,,,,,,,
kamienica,37.0,wysoki_poziom_jakosci,styczen_2024,,,259000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,37.5,wysoki_poziom_jakosci,styczen_2024,,,399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,38.97,nizki_poziom_jakosci,styczen_2024,,,239450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,39.0,nizki_poziom_jakosci,styczen_2024,,,237000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,39.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,807000.0,,,,,
kamienica,39.4,nizki_poziom_jakosci,styczen_2024,,,234000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,40.0,nizki_poziom_jakosci,styczen_2024,,,289000.0,,,,,,,,,,772000.0,,265000.0,,,,,,,,,,,,,,469999.0,,,
kamienica,40.0,wysoki_poziom_jakosci,styczen_2024,,,324333.3333333333,,,,,,,,,,809333.3333333334,,337000.0,,,,,,,,,,310000.0,,1032500.0,,599000.0,,,
kamienica,41.0,nizki_poziom_jakosci,styczen_2024,,,219000.0,,,,,,,,,,,,,,,,,,,,,,,,765000.0,,439000.0,,,
kamienica,41.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,395000.0,,,,,,,,,,,,,,,,,
kamienica,41.41,nizki_poziom_jakosci,styczen_2024,,,239000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,42.95,wysoki_poziom_jakosci,styczen_2024,,,410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,43.42,nizki_poziom_jakosci,styczen_2024,,,239000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,44.24,nizki_poziom_jakosci,styczen_2024,,,229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,44.35,nizki_poziom_jakosci,styczen_2024,,,299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,52.0,nizki_poziom_jakosci,styczen_2024,,,289000.0,,,,,,,,,,832000.0,,,,,,,,,,,,,,,,,,,
kamienica,52.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,450000.0,,,,,,,
kamienica,58.0,nizki_poziom_jakosci,styczen_2024,,,314000.0,,,,,,,,,,,,,,599000.0,,,,,,,,,,,,,,,
kamienica,58.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,580000.0,,,,,,,,,,,,1100000.0,,640000.0,,,
kamienica,62.49,wysoki_poziom_jakosci,styczen_2024,,,357000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,65.0,nizki_poziom_jakosci,styczen_2024,,,299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,65.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,950000.0,,,,,,,,,,,,568000.0,,1200000.0,,750000.0,,,
kamienica,68.0,wysoki_poziom_jakosci,styczen_2024,,,469000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,75.0,nizki_poziom_jakosci,styczen_2024,,,352500.0,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,,,,
kamienica,75.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,710000.0,,,,,,,,,,,,,,,,,
kamienica,79.2,nizki_poziom_jakosci,styczen_2024,,,395000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,95.0,nizki_poziom_jakosci,styczen_2024,,,599000.0,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,,
kamienica,95.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,998500.0,,,,,,,,,,2199300.0,,,,,
kamienica,98.21,nizki_poziom_jakosci,styczen_2024,,,449000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,98.39,wysoki_poziom_jakosci,styczen_2024,,,649000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,119.88,wysoki_poziom_jakosci,styczen_2024,,,840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,134.0,wysoki_poziom_jakosci,styczen_2024,,,890000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,81.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,647000.0,,,,,,,,,,,,,
kamienica,25.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,649000.0,,,,,
kamienica,25.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,185000.0,,,,,,,,,,,,,,,,,
kamienica,34.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,723000.0,,,,,
kamienica,34.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,318000.0,,,,,,,
kamienica,43.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,547500.0,,,,,,,,,,,,335000.0,,,,,,,
kamienica,43.3,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,692800.0,,,,,,,,,,,,,,,,,,,
kamienica,44.5,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,333750.0,,,,,,,,,,,,,,,,,,,,,
kamienica,44.5,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,667000.0,,,,,,,,,,,,,,,,,,,
kamienica,45.0,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0,,,
kamienica,45.0,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,869000.0,,,,,
kamienica,51.1,wysoki_poziom_jakosci,styczen_2024,,,,,,,,,,,,,,,,,,,573000.0,,,,,,,,,,,,,
kamienica,59.4,nizki_poziom_jakosci,styczen_2024,,,,,,,,,,,310000.0,,,,,,,,,,,,,,,,,,,,,
