rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_wlasnosc_prywatna,czestochowa_spółdzielnia,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,krakow_udział,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
apartamentowiec,78.9,wysoki_poziom_jakosci,luty_2024,,,640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,30.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,499000.0,,,,,325000.0,,,,,,,,,,,,722500.0,,,
apartamentowiec,31.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,498000.0,,525000.0,,,,,,,,,,,,,,,760000.0,,,
apartamentowiec,37.84,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,451000.0,,,,,,,,,,,,,,,
apartamentowiec,42.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,760000.0,,,,,,,,,,,,,,,866333.3333333334,,,
apartamentowiec,47.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,535000.0,,,,,,,,,,,,,,,
apartamentowiec,47.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,912750.0,,,,,,,,,,,,,,,974666.6666666666,,,
apartamentowiec,49.49,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000.0,
apartamentowiec,50.0,wysoki_poziom_jakosci,luty_2024,,,,,,,540000.0,,,,,,791380.0,,,,,,,,,,,,,650000.0,,1150000.0,,820000.0,
apartamentowiec,53.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,579000.0,,,,,,,,,,,,,,,
apartamentowiec,53.1,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,
apartamentowiec,54.5,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810000.0,
apartamentowiec,56.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,918250.0,,795000.0,
apartamentowiec,57.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,
apartamentowiec,58.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1309000.0,,,,,,,,,,,642000.0,,,,1134000.0,,750000.0,
apartamentowiec,60.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1247000.0,,,674000.0,,,,,,,,,,,,969999.5,,,
apartamentowiec,63.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1450000.0,,,,,,,,,,,,,,,1065000.0,,795300.0,
apartamentowiec,63.1,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1040000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,74.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1136666.6666666667,,,920000.0,,,,,,,,,,,,1544666.6666666667,,1465000.0,
apartamentowiec,85.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,745000.0,,,,,,,,,,,,999000.0,,,
apartamentowiec,90.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1399000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,92.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1270000.0,,,699000.0,,,,,,,,,,,,2050000.0,,,
apartamentowiec,94.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115000.0,,1200000.0,922500.0
apartamentowiec,25.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,499900.0,,,,,,,,,,,,,,,,,,
apartamentowiec,35.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,470000.0,,,,,,,,,,,,,,,450000.0,,,,,
apartamentowiec,39.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1053000.0,,,,,,,,,,,,,,,,970000.0,,
apartamentowiec,39.4,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1063800.0,,,,,,,,,,,,,,,,,,
apartamentowiec,40.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1099000.0,,,,,,,,,,,,,,,847500.0,,782000.0,
apartamentowiec,52.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,950000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,52.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084000.0,,,
apartamentowiec,65.0,wysoki_poziom_jakosci,luty_2024,,,,,,,1019000.0,,,,,,,,,,,,,,,,,,,,,1278500.0,,864498.5,
apartamentowiec,68.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1500000.0,,,,,,,,,617000.0,,,,,,1336666.6666666667,,,
apartamentowiec,75.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1476666.3333333333,,,750000.0,,,,,,,,,,,890000.0,1505000.0,,,
apartamentowiec,79.2,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330000.0,
apartamentowiec,74.46,wysoki_poziom_jakosci,luty_2024,,,,,795000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,81.0,wysoki_poziom_jakosci,luty_2024,,,,,760000.0,,,,,,,,,,,,,,,,,,,,,,,1317500.0,,,
apartamentowiec,30.7,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719997.0,
apartamentowiec,37.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,342000.0,,,,,,,,,,,,1073000.0,,580000.0,
apartamentowiec,38.5,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649000.0,
apartamentowiec,41.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,689000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,41.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,799000.0,,,539000.0,,,,,,,,,,,,863333.3333333334,,,
apartamentowiec,43.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,630000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,43.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1075000.0,,,,,,,,,,,,,,,895000.0,,649000.0,
apartamentowiec,45.0,wysoki_poziom_jakosci,luty_2024,,,,,,,1077000.0,,,,,,760500.0,,,,,,,,,,,,,,,841500.0,,,
apartamentowiec,45.6,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,865000.0,,,
apartamentowiec,71.2,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450000.0,
apartamentowiec,82.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315000.0,,,
apartamentowiec,37.9,wysoki_poziom_jakosci,luty_2024,,,,,,,979000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,40.65,wysoki_poziom_jakosci,luty_2024,,,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,43.19,wysoki_poziom_jakosci,luty_2024,,,,,,,998000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,47.91,wysoki_poziom_jakosci,luty_2024,,,,,,,839000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,48.3,wysoki_poziom_jakosci,luty_2024,,,,,,,1159000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,55.91,wysoki_poziom_jakosci,luty_2024,,,,,,,1015000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,56.28,wysoki_poziom_jakosci,luty_2024,,,,,,,870000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,62.49,wysoki_poziom_jakosci,luty_2024,,,,,,,1190000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,65.09,wysoki_poziom_jakosci,luty_2024,,,,,,,1210000.0,,,,,,,,,,,,,,,,,,,999000.0,,,,,
apartamentowiec,67.1,wysoki_poziom_jakosci,luty_2024,,,,,,,1480000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,68.65,wysoki_poziom_jakosci,luty_2024,,,,,,,1750000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,75.83,wysoki_poziom_jakosci,luty_2024,,,,,,,1430000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,76.1,wysoki_poziom_jakosci,luty_2024,,,,,,,1199900.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,77.03,wysoki_poziom_jakosci,luty_2024,,,,,,,1490000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,78.18,wysoki_poziom_jakosci,luty_2024,,,,,,,2198000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,78.64,wysoki_poziom_jakosci,luty_2024,,,,,,,2168000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,84.82,wysoki_poziom_jakosci,luty_2024,,,,,,,1379000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,110.0,wysoki_poziom_jakosci,luty_2024,,,,,,,1099990.0,,,,,,,,,,,,,,,,,,,,,1850000.0,,,
apartamentowiec,44.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1161600.0,,,,,,,,,,,,,,,,,,
apartamentowiec,49.4,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,990000.0,,,
apartamentowiec,53.4,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,765000.0,,,
apartamentowiec,54.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254500.0,,922333.3333333334,
apartamentowiec,56.7,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000.0,
apartamentowiec,62.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,62.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1447500.0,,,,,,,,,,,,,,,960000.0,,,
apartamentowiec,64.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,829000.0,,639999.0,
apartamentowiec,64.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1285000.0,,,,,,,,,,,,,,,959000.0,,918500.0,
apartamentowiec,69.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1120000.0,,,,,,,,,,,,,,,1794000.0,1250000.0,1050000.0,
apartamentowiec,70.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000.0,
apartamentowiec,70.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395000.0,,940000.0,
apartamentowiec,72.02,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080000.0,
apartamentowiec,57.1,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,999250.0,,,
apartamentowiec,75.7,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1968200.0,,,,,,,,,,,,,,,,,,
apartamentowiec,76.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,899000.0,,,,889000.0,
apartamentowiec,79.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1580000.0,,,,,,,,,,,,,950000.0,,1500000.0,,,
apartamentowiec,88.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593333.3333333333,,1290000.0,
apartamentowiec,30.57,wysoki_poziom_jakosci,luty_2024,,,,,,,,,670000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,70.5,wysoki_poziom_jakosci,luty_2024,,,,,,,,,890000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,91.8,wysoki_poziom_jakosci,luty_2024,,,,,,,,,1950000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,105.31,wysoki_poziom_jakosci,luty_2024,,,,,,,,,1850000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,137.4,nizki_poziom_jakosci,luty_2024,,,,,,,,,,953048.0,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,32.2,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,598000.0,,,
apartamentowiec,93.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1730000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,114.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,2275000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,27.4,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,349000.0,,,,,,,,,,,,,,,,,,,,
apartamentowiec,33.77,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,365000.0,,,,,,,,,,,,,,,,,,,,
apartamentowiec,47.08,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,564000.0,,,,,,,,,,,,,,,,,,,,
apartamentowiec,61.52,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,595000.0,,,,,,,,,,,,,,,,,,,,
apartamentowiec,78.0,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,663000.0,,,,,,,,,,,,,,
apartamentowiec,78.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,990000.0,,1200000.0,,,,,,,,,,,,,,,1299000.0,,1103000.0,
apartamentowiec,35.5,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,620000.0,,,
apartamentowiec,65.83,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410000.0,,,
apartamentowiec,66.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979000.0,
apartamentowiec,71.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,890000.0,,1120000.0,
apartamentowiec,72.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1440000.0,,,,,,,,,,,,,,,1399000.0,1850000.0,,
apartamentowiec,73.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338000.0,,,
apartamentowiec,77.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1682500.0,,,,,,,,,,,,,,,1358000.0,,,
apartamentowiec,55.6,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,940000.0,,,
apartamentowiec,62.37,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,759000.0,,,,,,,,,,,,,,,
apartamentowiec,84.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220000.0,,,
apartamentowiec,28.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,28.95,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,752411.0,,,,,,,,,,,,,,,,,,
apartamentowiec,29.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,815000.0,,,,,,,,,,,,,,,795000.0,,559000.0,
apartamentowiec,30.53,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,702000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,30.82,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,635000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,31.58,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,694760.0,,,,,,,,,,,,,,,,,,
apartamentowiec,32.87,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,686983.0,,,,,,,,,,,,,,,,,,
apartamentowiec,32.98,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,808010.0,,,,,,,,,,,,,,,,,,
apartamentowiec,33.8,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,828100.0,,,,,,,,,,,,,,,,,,
apartamentowiec,34.59,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,847455.0,,,,,,,,,,,,,,,,,,
apartamentowiec,35.77,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,677800.0,,,,,,,,,,,,,,,,,,
apartamentowiec,35.79,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,678000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,36.23,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,659998.0,,,,,,,,,,,,,,,,,,
apartamentowiec,36.77,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,774900.0,,,,,,,,,,,,,,,,,,
apartamentowiec,38.41,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,599000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,41.21,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,42.08,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,42.62,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,719000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,42.75,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,42.93,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1097000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,43.06,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,813834.0,,,,,,,,,,,,,,,,,,
apartamentowiec,43.49,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,686000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,43.79,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1120000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,44.71,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,835000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,44.79,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,840000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,45.41,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1225000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,45.77,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1052000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,46.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1078666.6666666667,,,,,,,,,,,,,,,999000.0,,,
apartamentowiec,46.13,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1250000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,46.24,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1225360.0,,,,,,,,,,,,,,,,,,
apartamentowiec,46.59,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,820000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,46.76,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1050000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,48.37,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,892333.3333333334,,,,,,,,,,,,,,,,,,
apartamentowiec,48.56,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,49.1,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1104700.0,,,,,,,,,,,,,,,,,,
apartamentowiec,50.75,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1116449.0,,,,,,,,,,,,,,,,,,
apartamentowiec,50.95,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1049000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,51.77,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1035400.0,,,,,,,,,,,,,,,,,,
apartamentowiec,52.04,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,765000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,52.14,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1251360.0,,,,,,,,,,,,,,,,,,
apartamentowiec,53.06,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,799000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,54.2,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,865000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,54.76,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,849000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,55.55,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,994345.0,,,,,,,,,,,,,,,,,,
apartamentowiec,55.57,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1078058.0,,,,,,,,,,,,,,,,,,
apartamentowiec,55.68,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,949000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,57.41,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,760000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,57.45,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1149000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,57.73,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,895000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,58.16,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,924744.0,,,,,,,,,,,,,,,,,,
apartamentowiec,58.67,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1290000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,58.99,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1525000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,59.0,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,820000.0,,,610000.0,,,,,,,,,,,,,,,
apartamentowiec,60.77,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1015000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,60.83,nizki_poziom_jakosci,luty_2024,,,,,,,,,,,,,960000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,61.73,wysoki_poziom_jakosci,luty_2024,,,,,,,,,,,,,1050000.0,,,,,,,,,,,,,,,,,,
