rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_wlasnosc_prywatna,czestochowa_spółdzielnia,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,krakow_udział,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
apartamentowiec,90.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,90.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950000.0,,,
apartamentowiec,92.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1320000.0,,,,,,,,,,,,,,,1600000.0,,,
apartamentowiec,94.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,895000.0
apartamentowiec,98.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390000.0,,,
apartamentowiec,34.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544000.0,,
apartamentowiec,34.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,761250.0,,,,,,,,,,,,,,,,,475000.0,
apartamentowiec,37.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670000.0,
apartamentowiec,37.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,695000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,40.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,996000.0,,,
apartamentowiec,41.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,899624.75,,,
apartamentowiec,43.69,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529000.0,
apartamentowiec,52.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1050000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,52.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,762000.0,,,,,,,,,,,,,,,,,899999.0,
apartamentowiec,58.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1225000.0,,,,,,,,,,,,,,,965000.0,,,
apartamentowiec,62.49,wysoki_poziom_jakosci,grudzien_2023,,,,,,,1190000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,65.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190000.0,,,
apartamentowiec,65.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,1049000.0,,,,,,,,,,,,,,,,,,,,,1290000.0,,889663.3333333334,
apartamentowiec,68.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,890000.0,,,
apartamentowiec,68.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1500000.0,,,,,699000.0,,,,,,,,,715000.0,1336666.6666666667,,,
apartamentowiec,75.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1407474.75,,,,,,,,,,,,,,,1540000.0,,,
apartamentowiec,95.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700000.0,,,
apartamentowiec,74.46,wysoki_poziom_jakosci,grudzien_2023,,,,,795000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,25.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,499900.0,,,,,,,,,,,,,,,,,,
apartamentowiec,26.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585000.0,
apartamentowiec,43.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,889000.0,,,,,,,,,,,,,,,,,,,,,839333.3333333334,,649000.0,
apartamentowiec,45.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,1077000.0,,,,,,823750.0,,,,,,,,,,,,,,,997000.0,,,
apartamentowiec,59.4,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,799000.0,,,,,,,,,,,,,,,925000.0,,,
apartamentowiec,62.3,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155000.0,,,
apartamentowiec,37.04,wysoki_poziom_jakosci,grudzien_2023,,,,,,,796360.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,40.65,wysoki_poziom_jakosci,grudzien_2023,,,,,,,575000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,43.19,wysoki_poziom_jakosci,grudzien_2023,,,,,,,998000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,47.91,wysoki_poziom_jakosci,grudzien_2023,,,,,,,887000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,54.19,nizki_poziom_jakosci,grudzien_2023,,,,,,,599000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,55.91,wysoki_poziom_jakosci,grudzien_2023,,,,,,,995000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,56.28,wysoki_poziom_jakosci,grudzien_2023,,,,,,,870000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,68.49,wysoki_poziom_jakosci,grudzien_2023,,,,,,,1249000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,70.5,wysoki_poziom_jakosci,grudzien_2023,,,,,,,899000.0,,890000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,75.83,wysoki_poziom_jakosci,grudzien_2023,,,,,,,1430000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,78.18,wysoki_poziom_jakosci,grudzien_2023,,,,,,,2198000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,78.64,wysoki_poziom_jakosci,grudzien_2023,,,,,,,2168000.0,,,,,,,,,,,,,,,,,,,,,,,1100000.0,
apartamentowiec,83.21,wysoki_poziom_jakosci,grudzien_2023,,,,,,,1550000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,95.89,wysoki_poziom_jakosci,grudzien_2023,,,,,,,2190000.0,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,110.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,1099990.0,,,,,,,,,,,,,,,,,,,,,1250000.0,,,
apartamentowiec,27.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440000.0,
apartamentowiec,44.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,790000.0,,,,,,,,,,,,,,,680000.0,,,
apartamentowiec,49.4,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050000.0,,,
apartamentowiec,62.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1160000.0,,,,,,,,,,,,,,,1065000.0,,899000.0,
apartamentowiec,65.06,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,71.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,890000.0,,,
apartamentowiec,72.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040000.0,,,
apartamentowiec,72.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1465000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,72.2,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230000.0,,,
apartamentowiec,52.23,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000.0,,,
apartamentowiec,70.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,860000.0,,,,1155000.0,,749000.0,
apartamentowiec,75.7,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1968200.0,,,,,,,,,,,,,,,,,,
apartamentowiec,79.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1099000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,79.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1260000.0,,,,,,,,,,,,,930000.0,,1500000.0,,,
apartamentowiec,30.57,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,670000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,47.92,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,680000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,61.25,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,749000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,89.68,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,1950000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,96.45,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,1360000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,105.31,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,1850000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,63.1,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1291877.0,,,,,,,,,,,,,,,,,,
apartamentowiec,64.5,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220000.0,
apartamentowiec,28.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,620000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,32.49,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,389000.0,,,,,,,,,,,,,,,,,,,,
apartamentowiec,46.56,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,559000.0,,,,,,,,,,,,,,,,,,,,
apartamentowiec,78.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,663000.0,,,,,,,,,,,,,,
apartamentowiec,78.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,990000.0,,1200000.0,,,,,,,,,,,,,,,1299000.0,,1424998.5,
apartamentowiec,81.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,829000.0,,,,,,,,,,,,,,,,,,,,
apartamentowiec,81.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618500.0,,849000.0,
apartamentowiec,97.79,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,890000.0,,,,,,,,,,,,,,,,,,,,
apartamentowiec,36.6,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0,,,
apartamentowiec,42.7,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,792000.0,,,
apartamentowiec,44.8,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209600.0,,,
apartamentowiec,55.7,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,974000.0,,,
apartamentowiec,62.5,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950000.0,
apartamentowiec,66.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,899000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,73.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1950000.0,,,,,,,,,,,,,,,1338000.0,,950000.0,
apartamentowiec,77.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1601666.6666666667,,,,,,,,,,,,,,,,,806000.0,
apartamentowiec,88.0,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230000.0,,,
apartamentowiec,88.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950000.0,,,
apartamentowiec,40.4,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669000.0,
apartamentowiec,62.37,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,759000.0,,,,,,,,,,,,,,,
apartamentowiec,71.51,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1072650.0,,,,,,,,,,,,,,,,,,
apartamentowiec,74.82,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490000.0,,,
apartamentowiec,84.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220000.0,,1444800.0,
apartamentowiec,25.13,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,480000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,25.5,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,509000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,26.52,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,510000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,27.3,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,546000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,27.47,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,549400.0,,,,,,,,,,,,,,,,,,
apartamentowiec,28.11,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,702750.0,,,,,,,,,,,,,,,,,,
apartamentowiec,29.0,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,549000.0,,,,,,,,,,,,,400000.0,,815000.0,,,
apartamentowiec,29.11,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,515000.0,,,,,,,,,,,,,,,,,479000.0,
apartamentowiec,29.27,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,731750.0,,,,,,,,,,,,,,,,,,
apartamentowiec,30.53,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,702000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,31.13,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,640000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,32.67,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,32.87,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,654113.0,,,,,,,,,,,,,,,,,,
apartamentowiec,32.98,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,808010.0,,,,,,,,,,,,,,,,,,
apartamentowiec,33.02,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,875030.0,,,,,,,,,,,,,,,,,,
apartamentowiec,33.4,nizki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,670000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,33.4,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,33.72,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,799000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,33.8,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,828100.0,,,,,,,,,,,,,,,,,,
apartamentowiec,34.59,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,847455.0,,,,,,,,,,,,,,,,,,
apartamentowiec,36.23,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,659999.0,,,,,,,,,,,,,,,,,,
apartamentowiec,36.61,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,670000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,37.61,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,715000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,37.98,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,669000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,38.41,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,599000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,39.15,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,39.33,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,983250.0,,,,,,,,,,,,,,,,,,
apartamentowiec,40.18,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,899000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,40.25,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,999000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,41.21,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,714000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,41.59,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,562000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,41.71,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,650000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,42.08,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,749000.0,
apartamentowiec,42.75,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,42.93,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,1097000.0,,,,,,,,,,,,,,,,,,
apartamentowiec,43.06,wysoki_poziom_jakosci,grudzien_2023,,,,,,,,,,,,,813834.0,,,,,,,,,,,,,,,,,,
