rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_wlasnosc_prywatna,czestochowa_spółdzielnia,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,krakow_udział,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,radom_udział,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
blok_mieszkań,71.51,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1072650.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,71.6,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,930000.0,,,,,,,,,,,,450000.0,,,,,,,
blok_mieszkań,71.68,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1250000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,71.7,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,948000.0,,,,,,,,,,,,,,,,,,
blok_mieszkań,72.51,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,940000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,72.67,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,990000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,72.73,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,735000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,73.25,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,910000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,73.28,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,955000.0,,,,,,,,,,,,,,,,,,
blok_mieszkań,73.3,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1136100.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,73.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1150000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,73.74,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,953333.3333333334,,,,,,,,,,,,,,,,,,,
blok_mieszkań,73.74,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,950000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,74.07,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1180000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,74.7,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,74.75,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,765000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,75.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1190000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,76.44,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,77.1,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1299000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,78.4,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,997000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,78.47,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,78.92,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,940000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,80.19,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,80.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,990000.0,,,,,,,,,,,,,,,,1500000.0,,,
blok_mieszkań,83.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,820000.0,,,,,719000.0,,,,,,,,,,,1100000.0,,884000.0,849000.0
blok_mieszkań,83.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899000.0,
blok_mieszkań,89.7,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1250000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,89.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,93.05,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,735000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,98.84,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1199000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,99.4,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1370000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,102.2,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1430000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,107.24,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,740000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,108.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080000.0,,,
blok_mieszkań,108.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1350000.0,,,,,,,,,,,,,,,,1450000.0,,,
blok_mieszkań,111.75,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1299200.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,114.4,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,970000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,128.8,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1520000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,133.88,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1599000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,142.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1520000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,36.7,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510000.0,,,
blok_mieszkań,40.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669000.0,,
blok_mieszkań,43.1,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,379000.0,,,,
blok_mieszkań,43.3,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,329000.0,,,,,
blok_mieszkań,45.75,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899000.0,,,
blok_mieszkań,46.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,310000.0,,,,,,,,644000.0,,
blok_mieszkań,46.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,540000.0,,,,,,,,,,740000.0,,,
blok_mieszkań,46.6,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,378000.0,,,,
blok_mieszkań,52.15,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739000.0,
blok_mieszkań,52.9,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120000.0,685000.0,,
blok_mieszkań,57.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,659000.0,,,,,,,,,,,
blok_mieszkań,58.3,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689500.0,,,
blok_mieszkań,60.44,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,460000.0,,,,,
blok_mieszkań,61.2,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,439000.0,,,,,,,,,,,,,
blok_mieszkań,61.44,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,365000.0,,,,,,,,,
blok_mieszkań,61.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,429000.0,,,,469000.0,,,,,,,960000.0,,,
blok_mieszkań,61.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755000.0,,
blok_mieszkań,64.7,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755000.0,
blok_mieszkań,34.26,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,298000.0,,,,,,,,,,,,699000.0,,,
blok_mieszkań,35.3,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000.0,,,
blok_mieszkań,67.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,539000.0,,,,,,,,,,,750000.0,,
blok_mieszkań,93.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915000.0,,,
blok_mieszkań,29.31,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,240000.0,,,,,,,,,,,,,,,
blok_mieszkań,30.44,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,350000.0,,,,,,,,,,,,,,,,
blok_mieszkań,32.74,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,210000.0,,,,,,,,,,,,,,,,
blok_mieszkań,34.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,289000.0,,,,,,,,,,,,,,,,
blok_mieszkań,34.62,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,290000.0,,,,,,,,,,,,,,,,
blok_mieszkań,36.24,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,295000.0,,,,,,,,,,,,,,,
blok_mieszkań,36.73,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,305000.0,,,,,,,,,,,,,,,,
blok_mieszkań,36.79,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,220000.0,,,,,,,,,,,,,,,,
blok_mieszkań,36.8,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,245000.0,,,,,,,,,,,,,,,
blok_mieszkań,36.85,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,289000.0,,,,,,,,,,,,,,,,
blok_mieszkań,36.87,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,210000.0,,,,,,,,,,,,,,,,
blok_mieszkań,37.09,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,252000.0,,,,,,,,,,,,,,,,
blok_mieszkań,37.2,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,241000.0,,,,,,,,,,,,,,,
blok_mieszkań,37.26,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,279000.0,,,,,,,,,,,,,,,,
blok_mieszkań,37.34,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,290000.0,,,,,,,,,,,,,,,,
blok_mieszkań,37.56,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,272900.0,,,,,,,,,,,,,,,,
blok_mieszkań,37.7,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,285000.0,,,,,,,,,,,,,695000.0,,,
blok_mieszkań,37.8,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,250000.0,,,,,,,,,,,,,585900.0,,,
blok_mieszkań,37.95,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,255000.0,,,,,,,,,,,,,,,,
blok_mieszkań,38.3,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,270500.0,,,,,,,,,,,,,465000.0,,
blok_mieszkań,38.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,318000.0,,,,,,,,,,,,,,469000.0,
blok_mieszkań,38.8,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,243500.0,,,,,,,,,,,,,,,,
blok_mieszkań,39.31,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,239000.0,,,,,,,,,,,,,,,,
blok_mieszkań,39.35,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,249000.0,,,,,,,,,,,,,,,,
blok_mieszkań,40.22,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,385000.0,,,,,,,,,,,,,,,,
blok_mieszkań,43.22,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,263000.0,,,,,,,,,,,,,,,,
blok_mieszkań,43.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,390000.0,,,,,,,,,,,,429000.0,,,690000.0,
blok_mieszkań,43.82,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,269970.0,,,,,,,,,,,,,,,
blok_mieszkań,44.12,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,499000.0,,,,,,,,,,,,,,,,
blok_mieszkań,44.18,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,339000.0,,,,,,,,,,,,,,,,
blok_mieszkań,44.21,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,,,
blok_mieszkań,44.31,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,310000.0,,,,,,,,,,,,,,,,
blok_mieszkań,44.36,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,246000.0,,,,,,,,,,,,,,,,
blok_mieszkań,44.56,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,330000.0,,,,,,,,,,,,,,,
blok_mieszkań,44.7,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,293000.0,,,,,,,,,,,,,,,,
blok_mieszkań,45.09,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,320000.0,,,,,,,,,,,,,,,,
blok_mieszkań,45.13,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,288173.5,,,,,,,,,,,,,,,
blok_mieszkań,45.13,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,363000.0,,,,,,,,,,,,,,,
blok_mieszkań,45.17,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,297000.0,,,,,,,,,,,,,,,,
blok_mieszkań,45.98,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,459000.0,,,,,,,,,,,,,,,,
blok_mieszkań,46.03,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,298000.0,350000.0,,,,,,,,,,,,,,,
blok_mieszkań,46.03,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,475000.0,,,,,,,,,,,,,,,
blok_mieszkań,46.1,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,340000.0,,,,,,,,,,,,,,,
blok_mieszkań,46.55,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,309000.0,,,,,,,,,,,,,,,,
blok_mieszkań,46.55,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,325000.0,,,,,,,,,,,,,,,,
blok_mieszkań,46.92,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,315000.0,,,,,,,,,,,,,585000.0,,,
blok_mieszkań,47.22,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,399000.0,,,,,,,,,,,,,,,
blok_mieszkań,47.33,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,298000.0,,,,,,,,,,,,,,,,
blok_mieszkań,48.54,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,340000.0,,,,,,,,,,,,,,,
blok_mieszkań,49.09,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,560000.0,,,,,,,,,,,,,,,,
blok_mieszkań,49.81,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,
blok_mieszkań,51.08,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,439000.0,,,,,,,,,,,,,,,,
blok_mieszkań,51.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,445000.0,,,,,,,,,,,,,,,
blok_mieszkań,52.34,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,365000.0,,,,,,,,,,,,,,,,
blok_mieszkań,52.41,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,649000.0,,,,,,,,,,,,,,,,
blok_mieszkań,52.61,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,384000.0,,,,,,,,,,,,,,,,
blok_mieszkań,52.63,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,350000.0,,,,,,,,,,,,,,,,
blok_mieszkań,52.98,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,360000.0,,,,,,,,,,,,,,,,
blok_mieszkań,53.4,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,325000.0,,,,,,,,,,,,,530000.0,,,
blok_mieszkań,53.4,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,615000.0,,,,,,,,,,,,
blok_mieszkań,54.15,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,395000.0,,,,,,,,,,,,,,,,
blok_mieszkań,54.66,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,430000.0,,,,,,297000.0,,,,,,,,,,
blok_mieszkań,55.67,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,330000.0,,,,,,,,,,,,,,,,
blok_mieszkań,56.4,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,370000.0,,,,,,,,,,,,,,,,
blok_mieszkań,56.71,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,470000.0,,,,,,,,,,,,,,,,
blok_mieszkań,57.22,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,570000.0,,,,,,,,,,,,,,,,
blok_mieszkań,60.09,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,475000.0,,,,,,,,,,,,,,,,
blok_mieszkań,60.19,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,380000.0,,,,,,,,,,,,,,,,
blok_mieszkań,60.87,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,399000.0,,,,,,,,,,,,,,,,
blok_mieszkań,61.06,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,399000.0,,,,,,,,,,,,,,,,
blok_mieszkań,61.15,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,550000.0,,,,,,,,,,,,,,,
blok_mieszkań,61.42,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,475000.0,,,,,,,,,,,,,,,
blok_mieszkań,63.56,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,380000.0,,,,,,,,,,,,,,,
blok_mieszkań,63.88,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,450000.0,,,,,,,,,,,,,,,,
blok_mieszkań,64.32,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,417000.0,,,,,,,,,,,,,,,,
blok_mieszkań,66.64,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,455000.0,,,,,,,,,,,,,,,
blok_mieszkań,67.53,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,505000.0,,,,,,,,,,,,,,,
blok_mieszkań,69.92,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,689000.0,,,,,,,,,,,,,,,,
blok_mieszkań,70.22,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,629000.0,,,,,,,,,,,,,,,,
blok_mieszkań,70.3,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,343000.0,,,,,,,,,,
blok_mieszkań,70.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,535000.0,,,,,,,,,,,,,,,,
blok_mieszkań,70.74,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,479000.0,,,,,,,,,,,,,,,
blok_mieszkań,83.24,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,545222.0,,,,,,,,,,,,,,,,
blok_mieszkań,83.4,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,
blok_mieszkań,84.62,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,780000.0,,,,,,,,,,,,,,,,
blok_mieszkań,96.2,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,720000.0,,,,,,,,,,,,,,,,
blok_mieszkań,100.53,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,
blok_mieszkań,116.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,785000.0,,,,,,,,,,,,,,,,
blok_mieszkań,128.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,949000.0,,,,,,,,,,,,,,,,
blok_mieszkań,71.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020000.0,,
blok_mieszkań,65.9,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,480000.0,,,,,,,,,,,,,,
blok_mieszkań,26.7,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,270000.0,,,,,,,,,,,,,
blok_mieszkań,28.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,334900.0,,,,,,,,,310000.0,,,,441750.0,
blok_mieszkań,37.57,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,275000.0,,,,,,,,,,,,,
blok_mieszkań,37.6,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,360000.0,,,,,,,,,,,,,
blok_mieszkań,42.9,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,389500.0,,,,,,,,,,,,,
blok_mieszkań,44.23,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,379000.0,,,,,,,,,,,,,,
blok_mieszkań,46.37,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,449000.0,,,,,,,,,,,,,,
blok_mieszkań,47.3,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,369000.0,,,,,,,,,,,,,
blok_mieszkań,47.95,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,439000.0,,,,,,,,,,,,,,
blok_mieszkań,48.07,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,333000.0,,,,,,,,,,,,720000.0,,
blok_mieszkań,50.55,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,550000.0,,,,,,,,,,,,,,
blok_mieszkań,51.06,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,469000.0,,,,,
blok_mieszkań,51.06,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,561660.0,,,,,,,,,,,,,,
blok_mieszkań,53.9,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,499000.0,,,,,,,,,,,,,,
blok_mieszkań,53.9,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,499000.0,,,,,,,
blok_mieszkań,54.86,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,425000.0,,,,,,,,,,,,,,
blok_mieszkań,56.6,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000.0,,
blok_mieszkań,56.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,479000.0,,,,,,,,,,,,,,
blok_mieszkań,56.81,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,475000.0,,,,,,,,,,,,,,
blok_mieszkań,57.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,550000.0,,,,,,,,,,,773550.0,,,
blok_mieszkań,58.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,499000.0,,,,,,,,,,,,,
blok_mieszkań,62.05,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,749000.0,,,,,,,,,,,,,,
blok_mieszkań,62.1,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,480000.0,,,,,,,,,,,,,
blok_mieszkań,62.2,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,330000.0,,,,,,,,765000.0,,
blok_mieszkań,62.2,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,495000.0,,,,,,,,,,,,,,
blok_mieszkań,62.22,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,420000.0,,,,,,,,,,,,,,
blok_mieszkań,69.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,635000.0,,,,,,,,,,,,,840000.0,
blok_mieszkań,70.46,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,650000.0,,,,,,,,,,,,,,
blok_mieszkań,72.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,537500.0,,,,,,,,,,,,,,
blok_mieszkań,72.8,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,530000.0,,,,,,,,,,,,,,
blok_mieszkań,73.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,590000.0,,560000.0,,,,,,,,1150000.0,,,
blok_mieszkań,81.12,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,560000.0,,,,,,,,,,,,,
blok_mieszkań,83.44,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,655000.0,,,,,,,,,,,,,,
blok_mieszkań,85.82,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,820000.0,,,,,,,,,,,,,
blok_mieszkań,104.81,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,950000.0,,,,,,,,,,,,,
blok_mieszkań,138.1,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,995000.0,,,,,,,,,,,,,
blok_mieszkań,37.79,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,470000.0,,,,,,,,,,,,
blok_mieszkań,38.07,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,477778.0,,,,,,,,,,,,
blok_mieszkań,41.2,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,430000.0,,,,,,,,,,,
