rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_wlasnosc_prywatna,czestochowa_spółdzielnia,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,krakow_udział,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,radom_udział,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
apartamentowiec,79.69,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910000.0,
apartamentowiec,100.05,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185000.0,
apartamentowiec,112.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000.0,
apartamentowiec,115.22,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399000.0,
apartamentowiec,120.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050000.0,
blok_mieszkań,42.0,nizki_poziom_jakosci,listopad_2023,,,266666.6666666667,295000.0,252000.0,,,,,,,,480000.0,,,,,,,,,,,,,,335000.0,,600000.0,570000.0,484500.0,
blok_mieszkań,42.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,632500.0,,,,,,592000.0,,,,,,,,,,,,,,,,515000.0,,579999.0,
blok_mieszkań,49.63,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,515000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,50.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,349000.0,,,539000.0,,,,460000.0,,,,290000.0,,,,,,,750000.0,679500.0,619000.0,
blok_mieszkań,50.0,wysoki_poziom_jakosci,listopad_2023,,,465000.0,,,,,,,,,,923000.0,,,,,580000.0,429000.0,,,,349000.0,,490000.0,,,520000.0,1199400.0,697500.0,599000.0,
blok_mieszkań,66.09,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,466000.0,,,,,,,,,,,,
blok_mieszkań,32.1,nizki_poziom_jakosci,listopad_2023,,310000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,32.1,wysoki_poziom_jakosci,listopad_2023,,,330000.0,,,,418900.0,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,35.7,nizki_poziom_jakosci,listopad_2023,295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,35.7,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428000.0
blok_mieszkań,36.0,nizki_poziom_jakosci,listopad_2023,324500.0,,276333.3333333333,259000.0,,,,,425000.0,,,,,,,,310000.0,,,,,,,,,,,,483500.0,,436500.0,355000.0
blok_mieszkań,36.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,522000.0,,,,,,,,,,,,,,,648000.0,,519000.0,
blok_mieszkań,37.9,nizki_poziom_jakosci,listopad_2023,,309000.0,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,595000.0,,
blok_mieszkań,37.9,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,678410.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,39.0,nizki_poziom_jakosci,listopad_2023,,364000.0,,,225000.0,,,,,,296000.0,,600000.0,,,,,,,,,,,,,,,,740000.0,,,
blok_mieszkań,39.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,315000.0,,419000.0,,,,,,,419000.0,,,,695000.0,,,
blok_mieszkań,39.8,nizki_poziom_jakosci,listopad_2023,355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,40.3,nizki_poziom_jakosci,listopad_2023,349000.0,,,,,,,,,,,,540000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,40.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630000.0,,,
blok_mieszkań,41.1,nizki_poziom_jakosci,listopad_2023,,330000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,41.8,nizki_poziom_jakosci,listopad_2023,,315000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,42.2,nizki_poziom_jakosci,listopad_2023,339000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000.0,,,
blok_mieszkań,42.2,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671900.0,,
blok_mieszkań,46.09,wysoki_poziom_jakosci,listopad_2023,485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,47.0,nizki_poziom_jakosci,listopad_2023,399500.0,,309000.0,,,259000.0,,,,,300950.0,329000.0,,,,309000.0,,,,,,,269900.0,,,,,,815000.0,657000.0,,580000.0
blok_mieszkań,47.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,650000.0,,369000.0,,625000.0,,,,,,,,,209000.0,,,,,,365000.0,799999.0,679000.0,449000.0,595000.0
blok_mieszkań,47.21,nizki_poziom_jakosci,listopad_2023,379000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,47.21,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,750000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,47.7,nizki_poziom_jakosci,listopad_2023,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,769000.0,,,
blok_mieszkań,47.7,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,550000.0,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,48.0,nizki_poziom_jakosci,listopad_2023,331950.0,,279000.0,299000.0,,319000.0,,,,,369500.0,,690000.0,517000.0,,,295000.0,,,,,,275000.0,,,,,,793333.3333333334,681000.0,,536000.0
blok_mieszkań,48.0,wysoki_poziom_jakosci,listopad_2023,445666.6666666667,,,,,,599000.0,,,,,,720000.0,,,,410000.0,417500.0,,,,449000.0,,,,,,502000.0,839750.0,860000.0,601666.6666666666,
blok_mieszkań,48.5,nizki_poziom_jakosci,listopad_2023,,369000.0,,,259000.0,,,,,,350000.0,,,,,,,,,,,,,,,,,,579000.0,,637500.0,
blok_mieszkań,48.5,wysoki_poziom_jakosci,listopad_2023,,,,,399000.0,,999000.0,,,,,,610000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,48.6,nizki_poziom_jakosci,listopad_2023,365000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,48.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,583000.0,,,,,
blok_mieszkań,49.0,nizki_poziom_jakosci,listopad_2023,,,,,319000.0,,,,,,,,568333.3333333334,,,318500.0,295000.0,490000.0,449000.0,420000.0,,,,,,,448000.0,355000.0,715000.0,680000.0,562000.0,528900.0
blok_mieszkań,49.0,wysoki_poziom_jakosci,listopad_2023,499000.0,,,,,,660000.0,,,,,,699000.0,,,,,487500.0,,,429000.0,307000.0,,,454000.0,,,,759000.0,923000.0,925000.0,647666.6666666666
blok_mieszkań,49.23,nizki_poziom_jakosci,listopad_2023,345000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,52.0,nizki_poziom_jakosci,listopad_2023,420000.0,,,,308200.0,340000.0,562000.0,,,,,,,,,299000.0,,405000.0,,,,323500.0,,,,,,,,695000.0,609000.0,
blok_mieszkań,52.0,wysoki_poziom_jakosci,listopad_2023,,,345000.0,,360000.0,,559000.0,,,,,,,,,,465000.0,400000.0,,,,,,,,,,,744500.0,,,
blok_mieszkań,52.6,nizki_poziom_jakosci,listopad_2023,,436500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,54.0,nizki_poziom_jakosci,listopad_2023,445000.0,,,,287500.0,385000.0,,,,,,,,,,,394000.0,,,,,332500.0,,,,,,,565000.0,625000.0,559000.0,
blok_mieszkań,54.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,660000.0,,,,,,829900.0,,,380000.0,,570000.0,,,,,,,548999.0,,,,,,735000.0,
blok_mieszkań,54.1,nizki_poziom_jakosci,listopad_2023,459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,54.21,nizki_poziom_jakosci,listopad_2023,345000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,55.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,330000.0,,,,,,380000.0,,,,,,,,,,530000.0,,620000.0,,,
blok_mieszkań,55.0,wysoki_poziom_jakosci,listopad_2023,,499000.0,,,,,719000.0,,,,,,630000.0,,,,,,,,,,,,525000.0,,525000.0,,1097500.0,,,679000.0
blok_mieszkań,55.1,nizki_poziom_jakosci,listopad_2023,439000.0,,,,,,,,,,,,,770000.0,,,,,,,,,,,,,,,,,,
blok_mieszkań,57.86,nizki_poziom_jakosci,listopad_2023,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,57.9,nizki_poziom_jakosci,listopad_2023,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,58.0,nizki_poziom_jakosci,listopad_2023,390000.0,,,,,299000.0,,,,,,,,,,,,440000.0,,,,,,,,,,,915000.0,,583000.0,
blok_mieszkań,58.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,732000.0,,,,,,898133.3333333334,,,,,570000.0,,,,,,,659000.0,,,,895000.0,,575000.0,
blok_mieszkań,58.1,nizki_poziom_jakosci,listopad_2023,,380000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,58.45,nizki_poziom_jakosci,listopad_2023,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,58.8,nizki_poziom_jakosci,listopad_2023,424000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,58.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735000.0,,,
blok_mieszkań,59.8,nizki_poziom_jakosci,listopad_2023,419000.0,389666.6666666667,,,,,,,,,,,711620.0,,,,,,,,,,,,,,,,,650000.0,,
blok_mieszkań,60.0,nizki_poziom_jakosci,listopad_2023,390000.0,,337000.0,,,,,,,,460000.0,,,,,,,,455000.0,,,,,,,,,585000.0,767500.0,900000.0,699000.0,
blok_mieszkań,60.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,829000.0,750000.0,,588000.0,,597500.0,529000.0,,,,,,,,549000.0,,813500.0,870000.0,679000.0,
blok_mieszkań,60.04,wysoki_poziom_jakosci,listopad_2023,,480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,60.3,nizki_poziom_jakosci,listopad_2023,,395000.0,,,,299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,61.0,nizki_poziom_jakosci,listopad_2023,549000.0,,,,326000.0,,,,,,,,695000.0,699000.0,,,,,485000.0,,,,,,,,,,,717000.0,,
blok_mieszkań,61.0,wysoki_poziom_jakosci,listopad_2023,,,549000.0,,,,,,,,,,,,,,,509000.0,519000.0,,,360000.0,,,,,,,907250.0,,644997.0,
blok_mieszkań,61.4,nizki_poziom_jakosci,listopad_2023,,,410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,61.4,wysoki_poziom_jakosci,listopad_2023,,525000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,61.6,nizki_poziom_jakosci,listopad_2023,,449000.0,,,,,,,,,,,659000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,63.0,nizki_poziom_jakosci,listopad_2023,,,,,320000.0,340000.0,,,,,442000.0,,814000.0,,,,,,,,,339000.0,,,,,,,1050000.0,717000.0,580000.0,
blok_mieszkań,63.0,wysoki_poziom_jakosci,listopad_2023,540000.0,,,,,,,699000.0,,,,,1100700.0,,,,,,,,,,,,,,599000.0,,,749000.0,749966.6666666666,780000.0
blok_mieszkań,63.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785000.0,969625.0,,
blok_mieszkań,63.5,wysoki_poziom_jakosci,listopad_2023,580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,65.6,wysoki_poziom_jakosci,listopad_2023,,580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,980000.0,,,
blok_mieszkań,67.3,nizki_poziom_jakosci,listopad_2023,429000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,67.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,789000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,68.1,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000.0,680000.0,,
blok_mieszkań,68.1,wysoki_poziom_jakosci,listopad_2023,619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,69.6,nizki_poziom_jakosci,listopad_2023,440000.0,,,,,,,,,,,,869000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,72.0,nizki_poziom_jakosci,listopad_2023,,460000.0,,,,,,,,,,,929000.0,,,,,,529000.0,,,,,,,,,,,898000.0,,
blok_mieszkań,72.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,614000.0,,,,,,,615000.0,,,,1150000.0,,,
blok_mieszkań,75.47,nizki_poziom_jakosci,listopad_2023,556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,83.1,nizki_poziom_jakosci,listopad_2023,530000.0,,515000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,87.0,nizki_poziom_jakosci,listopad_2023,,,650000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,87.0,wysoki_poziom_jakosci,listopad_2023,693000.0,,,,,599000.0,,,,,,,639000.0,,,,,,,,,,,,,,,,1130000.0,,,
blok_mieszkań,44.75,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,295000.0,,,,,,,,,,
blok_mieszkań,33.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,495000.0,,,,,,,319000.0,,,,,,,,,,,,
blok_mieszkań,33.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,525000.0,,,,,,,,,,,,,,,,,,,,,394000.0,,,,
blok_mieszkań,57.0,nizki_poziom_jakosci,listopad_2023,,,430000.0,,,319000.0,,,399000.0,,,,850000.0,756100.0,,432000.0,390000.0,,387000.0,,,385000.0,,,,,,,976050.0,,,599999.5
blok_mieszkań,57.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,549000.0,,835000.0,,,,750000.0,,,432000.0,,495000.0,,,,,,,,,689000.0,375000.0,1052000.0,,650000.0,
blok_mieszkań,60.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0,,
blok_mieszkań,60.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,415000.0,,,,,,,,,,699000.0
blok_mieszkań,64.0,nizki_poziom_jakosci,listopad_2023,,,480000.0,,,,670000.0,,,,,439500.0,623500.0,700000.0,,459900.0,,,,,,,,,449000.0,,,,817800.0,829666.6666666666,629656.0,
blok_mieszkań,64.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1420000.0,,,,,,,654000.0,,,439000.0,,,,,,821500.0,748000.0,,
blok_mieszkań,74.15,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,599000.0,,,,,,,,,,,,,,,,
blok_mieszkań,26.8,nizki_poziom_jakosci,listopad_2023,,,225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,26.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,449000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,27.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,249000.0,,446333.3333333333,469000.0,,
blok_mieszkań,27.0,wysoki_poziom_jakosci,listopad_2023,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,399000.0,,,
blok_mieszkań,31.0,nizki_poziom_jakosci,listopad_2023,,,269000.0,,,,,,,,,,,,,,240000.0,,,,,,,,,,,,,484666.6666666667,,
blok_mieszkań,31.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000.0,489000.0,759000.0,,
blok_mieszkań,32.52,nizki_poziom_jakosci,listopad_2023,,,,285000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,34.09,nizki_poziom_jakosci,listopad_2023,,,,269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,34.63,wysoki_poziom_jakosci,listopad_2023,,,249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,35.0,nizki_poziom_jakosci,listopad_2023,,,,269000.0,,,,,,,219000.0,,469500.0,,,,,,,,,227000.0,,,,,,,,,388000.0,
blok_mieszkań,35.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,570000.0,,,,,,,,,,,,,,,,565000.0,,,
blok_mieszkań,35.1,nizki_poziom_jakosci,listopad_2023,,,,269990.0,,,,,,,,,,,,208000.0,,,,,,,,,,,,,,,,
blok_mieszkań,35.14,nizki_poziom_jakosci,listopad_2023,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,35.31,nizki_poziom_jakosci,listopad_2023,,,269000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,37.0,nizki_poziom_jakosci,listopad_2023,,,309999.0,,191500.0,205000.0,425000.0,,,,,,,740000.0,,274000.0,,360000.0,,,380000.0,,,,339000.0,,,,514000.0,540000.0,,
blok_mieszkań,37.0,wysoki_poziom_jakosci,listopad_2023,,,349000.0,,,,,,,,,,670000.0,,,285000.0,285000.0,389000.0,,,,,,,435000.0,,,,,999000.0,520000.0,
blok_mieszkań,37.3,nizki_poziom_jakosci,listopad_2023,,,,219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,37.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,37.39,wysoki_poziom_jakosci,listopad_2023,,,299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,38.0,nizki_poziom_jakosci,listopad_2023,,,266000.0,299999.0,265000.0,240000.0,510000.0,455000.0,,,265250.0,,529000.0,420000.0,,269000.0,280000.0,345000.0,,,,225000.0,239900.0,,,,,,583857.1428571428,599500.0,,
blok_mieszkań,38.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,696000.0,,,,,452000.0,,,,,,,,,,,677000.0,580000.0,498000.0,
blok_mieszkań,38.1,nizki_poziom_jakosci,listopad_2023,,,259900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,38.1,wysoki_poziom_jakosci,listopad_2023,,,,,,,579000.0,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,38.6,nizki_poziom_jakosci,listopad_2023,,,199000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,40.15,wysoki_poziom_jakosci,listopad_2023,,,519000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,40.83,wysoki_poziom_jakosci,listopad_2023,,,359000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,42.23,nizki_poziom_jakosci,listopad_2023,,,275000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,42.42,nizki_poziom_jakosci,listopad_2023,,,282000.0,,,,,,,,,,,,,,275000.0,,,,,,,,,,,349000.0,,,,
blok_mieszkań,42.42,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,424000.0,,,,,,,,,,,382000.0,,,,
blok_mieszkań,42.5,nizki_poziom_jakosci,listopad_2023,,,295000.0,,,,,,,,,,488000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,46.8,nizki_poziom_jakosci,listopad_2023,,,,314999.5,,,,,,,,,,,,,,,,,,,,,,,,369000.0,,,,
blok_mieszkań,46.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619000.0
blok_mieszkań,46.94,wysoki_poziom_jakosci,listopad_2023,,,265000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,46.99,nizki_poziom_jakosci,listopad_2023,,,299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,773000.0,,,
blok_mieszkań,47.6,nizki_poziom_jakosci,listopad_2023,,,299000.0,,,,,,,,,,,,,,,,,,459000.0,,,,,,,,,,,
blok_mieszkań,47.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835000.0,,
blok_mieszkań,47.8,nizki_poziom_jakosci,listopad_2023,,,259000.0,,,,,,,,,,599000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,47.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,419000.0,,,,,
blok_mieszkań,48.11,nizki_poziom_jakosci,listopad_2023,,,299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,50.44,wysoki_poziom_jakosci,listopad_2023,,,438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,669000.0,,,
blok_mieszkań,50.86,wysoki_poziom_jakosci,listopad_2023,,,589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,52.1,nizki_poziom_jakosci,listopad_2023,,,325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,52.1,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,765000.0,,,,,,,,,,,,,,,,,,,634000.0
blok_mieszkań,52.33,nizki_poziom_jakosci,listopad_2023,,,359999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,52.35,wysoki_poziom_jakosci,listopad_2023,,,510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,52.97,nizki_poziom_jakosci,listopad_2023,,,350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,53.0,nizki_poziom_jakosci,listopad_2023,,,334666.6666666667,,309000.0,295000.0,,,,,,,684000.0,,,366333.3333333333,325000.0,,,,,318000.0,,,399000.0,400000.0,,409000.0,,,,630000.0
blok_mieszkań,53.0,wysoki_poziom_jakosci,listopad_2023,,,495000.0,,,,,,,,,,890000.0,,,420000.0,466000.0,490000.0,,559000.0,,,,,522545.0,,429000.0,,831000.0,,659000.0,
blok_mieszkań,53.1,nizki_poziom_jakosci,listopad_2023,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,53.8,nizki_poziom_jakosci,listopad_2023,,,,,325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,53.8,wysoki_poziom_jakosci,listopad_2023,,,439000.0,,,,,,,,,,,,,,,,,,,309900.0,,,,,,,,,,
blok_mieszkań,54.6,nizki_poziom_jakosci,listopad_2023,,,,395000.0,,,,,,,,,,,,,,,,,,,369000.0,,,,,,,,,
blok_mieszkań,54.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0,
blok_mieszkań,54.98,nizki_poziom_jakosci,listopad_2023,,,355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610000.0
blok_mieszkań,55.4,nizki_poziom_jakosci,listopad_2023,,,,379000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,55.4,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,,,
blok_mieszkań,56.0,nizki_poziom_jakosci,listopad_2023,,,399000.0,,319000.0,,,,,,349000.0,335000.0,750000.0,,,440000.0,,439000.0,369000.0,,,,,,,,,,713000.0,709833.3333333334,664000.0,
blok_mieszkań,56.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,630000.0,,550000.0,,470000.0,,760000.0,545000.0,,,,,,565000.0,,,,,,,517500.0,,961666.6666666666,,655000.0,
blok_mieszkań,59.4,nizki_poziom_jakosci,listopad_2023,,,,,,318000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,59.4,wysoki_poziom_jakosci,listopad_2023,,,525000.0,,,,,,639000.0,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,60.6,nizki_poziom_jakosci,listopad_2023,,,419000.0,,,,,,,,,,720000.0,,,,,,,,,,,,,,,,,,,
blok_mieszkań,60.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,720000.0,,,,,,,,,,,,,,,,,,
blok_mieszkań,60.8,nizki_poziom_jakosci,listopad_2023,,,365000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,60.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000.0,,,
blok_mieszkań,61.36,nizki_poziom_jakosci,listopad_2023,,,410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,68.79,wysoki_poziom_jakosci,listopad_2023,,,539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,70.4,nizki_poziom_jakosci,listopad_2023,,,425000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,799000.0,,
blok_mieszkań,70.4,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828000.0,,
blok_mieszkań,71.69,wysoki_poziom_jakosci,listopad_2023,,,565000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,71.9,wysoki_poziom_jakosci,listopad_2023,,,497000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,72.4,nizki_poziom_jakosci,listopad_2023,,,429000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,72.4,wysoki_poziom_jakosci,listopad_2023,,,,,,,795000.0,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,74.0,nizki_poziom_jakosci,listopad_2023,,,389900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,799000.0,,
blok_mieszkań,74.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,790000.0,,,,,1060000.0,,,,,,,,,,,,,,,,1322190.0,899000.0,799000.0,
blok_mieszkań,74.1,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022580.0,,
