rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_wlasnosc_prywatna,czestochowa_spółdzielnia,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
blok_mieszkań,45.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,950000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,45.98,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,780000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,46.19,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,659000.0,,,,,,,,,,,,,,,,644000.0,
blok_mieszkań,46.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,415000.0,,,,,,,,,,649999.0,,
blok_mieszkań,46.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,739733.3333333334,,,,,,,,,,,,489000.0,,,,,
blok_mieszkań,46.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,830000.0,,,,,,559000.0,,320000.0,,,,,,800000.0,,,
blok_mieszkań,46.71,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,747000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,47.12,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,749000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,47.17,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,47.25,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,755000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,47.52,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,797000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,47.53,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,759000.0,,,,,,,,,,,,,,650000.0,,,
blok_mieszkań,47.8,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,660000.0,,
blok_mieszkań,47.8,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1250000.0,1250000.0,,,,,,,,,,,,,,,,
blok_mieszkań,48.57,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,684000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,48.69,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,659000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,48.73,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,690000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,48.78,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,599000.0,,,,,,,,,,,,,,789000.0,,,
blok_mieszkań,48.84,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,970000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,49.15,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1104701.0,,,,,,,,,,,,,,,,,
blok_mieszkań,49.6,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,800000.0,,,,,480000.0,,,,,,,,,,,
blok_mieszkań,49.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,499000.0,,,,,,,,749000.0,,,
blok_mieszkań,49.7,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,740000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,49.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,797500.0,,,,,,,,,,,,,539000.0,,,,
blok_mieszkań,49.91,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,765000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,50.1,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,385000.0,345000.0,,,,,,,,,,,,,,
blok_mieszkań,50.1,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,749000.0,,,,,,,,,,,,,,,,
blok_mieszkań,50.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,790000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,50.98,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1116449.0,,,,,,,,,,,,,,,,,
blok_mieszkań,51.14,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,750000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,51.24,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,765000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,51.3,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,559170.0,,,,,,,,,,,,,,,,,
blok_mieszkań,51.58,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,779000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,51.64,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,725000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,51.71,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,795000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,52.3,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,740000.0,,,389000.0,,,,,,,,,,,,,,
blok_mieszkań,52.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,760000.0,,,,,,,,,,,,,,,,710000.0,
blok_mieszkań,52.48,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,980000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,52.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,650000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,52.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,745000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,52.55,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,683000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,52.57,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000.0,
blok_mieszkań,52.57,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,735000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,52.6,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,386900.0,,,,,,,,560000.0,,,,852120.0,,,
blok_mieszkań,52.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,950000.0,,,,,,630674.0,,,,,,,479000.0,,,,
blok_mieszkań,52.8,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,749000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,52.8,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,1400000.0,820000.0,,
blok_mieszkań,52.98,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,955000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,53.07,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,695000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,53.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,829000.0,,,,,589000.0,,,,,,,,,,,,
blok_mieszkań,53.25,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,849000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,53.38,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,789900.0,,,,,,,,,,,,,,,,,
blok_mieszkań,53.83,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,860000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,53.89,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,400000.0,,,,,,,,,
blok_mieszkań,53.89,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,760000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,54.41,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,725000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,54.48,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,590000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,54.86,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,769000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,54.86,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649900.0,
blok_mieszkań,55.03,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,925000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.3,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1550000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.36,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,990944.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.42,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,799000.0,,,
blok_mieszkań,55.42,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,886000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.43,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,760000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.62,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1106838.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.63,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.67,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,640000.0,640000.0,,,,,,,,,,,,,,680000.0,,
blok_mieszkań,55.89,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,922000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,55.98,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,725000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,56.09,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560850.0
blok_mieszkań,56.09,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1228371.0,,,,,,,,,,,,,,,,,
blok_mieszkań,56.1,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,841500.0,695000.0,
blok_mieszkań,56.1,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,929000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,56.25,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,894375.0,,,,,,,,,,,,,,,,,
blok_mieszkań,57.06,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,890000.0,,,,,,,,,,,,,,,,
blok_mieszkań,57.46,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,795000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,57.46,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,795000.0,,,,610000.0,,,,,,,,,,,,,
blok_mieszkań,57.64,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,690000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,58.13,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,880000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,58.32,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,760000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,58.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,970000.0,,,337000.0,,,,,,,,,,,,,,
blok_mieszkań,58.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,449000.0,,514997.0,,,,,,
blok_mieszkań,58.74,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,979000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,58.84,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,815000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,58.87,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,894824.0,,,,,,,,,,,,,,,,,
blok_mieszkań,58.94,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,815000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,59.28,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1035000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,59.38,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,899000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,59.75,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,868000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,59.8,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,679900.0,,,,,,,,,,,,,,876000.0,,,
blok_mieszkań,59.95,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1050000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,60.69,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,449000.0,,,,,,,,,,,,,
blok_mieszkań,60.69,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,980000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,61.1,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,850000.0,,,,,,,,,,,,,,,,
blok_mieszkań,61.1,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1021500.0,,,,,,,,,,,,,,960000.0,,,
blok_mieszkań,61.3,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,490400.0,,,,,,,,,760000.0,619000.0,
blok_mieszkań,61.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1019000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,61.4,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,706000.0,790000.0,,,,,,,,,,,,,,,,
blok_mieszkań,61.73,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,62.04,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,789000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,62.1,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,480000.0,,,,,,,,,,,,
blok_mieszkań,62.1,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,860000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,62.52,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1080000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,62.77,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,890000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,62.9,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,799000.0,,,,,,,,,,,,,,,942000.0,,
blok_mieszkań,62.9,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,850000.0,,,
blok_mieszkań,63.64,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,990000.0,,,,,,,,,,,,,,,,
blok_mieszkań,65.23,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1250000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,65.7,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,777500.0,,,,,,,,,,,,,,,,,
blok_mieszkań,66.7,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,509000.0,,,,,,,,,,
blok_mieszkań,66.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,875000.0,,,,,,,,,,,,665000.0,,,,,
blok_mieszkań,67.32,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,999000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,68.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1100000.0,869000.0,,,,,,,,,,,745000.0,,,,,
blok_mieszkań,68.3,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,930000.0,930000.0,,,,,,,,,,,,,,,,
blok_mieszkań,69.6,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,69.8,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,999000.0,,,,,,,425000.0,,,,799000.0,,,,,
blok_mieszkań,70.11,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,897000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,70.27,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1299000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,70.75,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,946000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,70.76,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,968500.0,,,,,,,,,,,,,,,,,
blok_mieszkań,71.06,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,71.51,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,850000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,71.68,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1211392.0,,,,,,,,,,,,,,,,,
blok_mieszkań,72.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,619000.0,,,,,,,,,,,,
blok_mieszkań,72.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,974700.0,,,,,,,,,,,,,,,,,
blok_mieszkań,72.3,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,799000.0,,,,,,,,,,,,630000.0,,,,,
blok_mieszkań,72.4,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,868800.0,,,,,,,,,,,,,,,,,
blok_mieszkań,72.55,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1150000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,73.74,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,950000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,74.7,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840000.0
blok_mieszkań,74.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1350000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,74.83,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1125000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,74.86,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1123000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,76.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1650000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,78.4,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,997000.0,,,,,,,,,,,,,,,,1119000.0,
blok_mieszkań,79.27,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,80.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1399000.0,,,,,,,,,,,,,,,1490000.0,,
blok_mieszkań,80.56,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,970000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,81.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,850000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,81.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1350000.0,,,
blok_mieszkań,82.03,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1350000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,82.29,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1050000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,83.23,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1899000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,83.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,945000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,83.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2296000.0,1139000.0,,
blok_mieszkań,84.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,630000.0,,,,,,,,,,
blok_mieszkań,84.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,85.3,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1119000.0,,,
blok_mieszkań,85.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1650000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,85.4,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1650000.0,1650000.0,,,,,,,,,,,,,,,,
blok_mieszkań,85.4,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650000.0,,
blok_mieszkań,87.8,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,89.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1250000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,89.8,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,89.81,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1690000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,90.52,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,91.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1260000.0,,,,,,,,,,,,512000.0,,,,,
blok_mieszkań,91.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1475000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,93.31,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1399000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,94.1,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,96.4,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1990000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,98.84,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1159000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,104.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,599000.0,,,,,,,,,
blok_mieszkań,104.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1309466.6666666667,,,,,,,,,,,,,,2500000.0,,,
blok_mieszkań,111.75,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1299200.0,,,,,,,,,,,,,,,,,
blok_mieszkań,115.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1349000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,124.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1488000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,124.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1850000.0,,,
blok_mieszkań,126.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1650000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,128.76,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1595000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,132.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1950000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,133.88,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1599000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,141.13,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1550000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,36.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,635000.0,,,
blok_mieszkań,38.9,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,569000.0,,,,,
blok_mieszkań,49.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,747000.0,,,
blok_mieszkań,52.9,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645000.0,
blok_mieszkań,56.4,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,900000.0,,,
blok_mieszkań,62.3,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,549000.0,,,,,,
blok_mieszkań,62.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707000.0,
blok_mieszkań,74.98,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,1290000.0,,,
blok_mieszkań,79.1,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,649000.0,,,,,,,,,,
blok_mieszkań,79.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,
blok_mieszkań,82.22,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,430000.0,,,,,,,,,
blok_mieszkań,111.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,995000.0,,2064600.0,,,
blok_mieszkań,130.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,649000.0,,,,,,,,,,,,,,
blok_mieszkań,130.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2457000.0,,,
blok_mieszkań,57.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,460000.0,,,,,,,942666.6666666666,,
blok_mieszkań,64.1,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,570000.0,,,,,
