rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_wlasnosc_prywatna,czestochowa_spółdzielnia,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
apartamentowiec,133.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2065000.0,,,
apartamentowiec,143.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,2795000.0,,,
apartamentowiec,149.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,,
apartamentowiec,25.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519000.0,
apartamentowiec,25.9,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479150.0,
apartamentowiec,26.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520000.0,
apartamentowiec,26.46,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661500.0,
apartamentowiec,27.67,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660000.0,
apartamentowiec,28.43,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544500.0,
apartamentowiec,28.64,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716000.0,
apartamentowiec,28.68,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687997.0,
apartamentowiec,28.87,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000.0,
apartamentowiec,30.65,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766250.0,
apartamentowiec,32.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000.0,
apartamentowiec,32.65,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617500.0,
apartamentowiec,33.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440000.0,
apartamentowiec,33.68,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791480.0,
apartamentowiec,34.82,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000.0,
apartamentowiec,35.01,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511000.0,
apartamentowiec,36.05,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747000.0,
apartamentowiec,36.78,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765000.0,
apartamentowiec,38.05,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689000.0,
apartamentowiec,38.92,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973000.0,
apartamentowiec,40.04,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740700.0,
apartamentowiec,40.23,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660000.0,
apartamentowiec,40.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899999.0,
apartamentowiec,41.83,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890000.0,
apartamentowiec,42.09,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765000.0,
apartamentowiec,42.78,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455000.0,
apartamentowiec,43.81,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692000.0,
apartamentowiec,45.72,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000.0,
apartamentowiec,46.78,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000.0,
apartamentowiec,48.18,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729000.0,
apartamentowiec,48.42,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869000.0,
apartamentowiec,49.04,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024000.0,
apartamentowiec,49.07,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665000.0,
apartamentowiec,49.46,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860000.0,
apartamentowiec,49.49,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000.0,
apartamentowiec,49.88,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710000.0,
apartamentowiec,50.04,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785000.0,
apartamentowiec,50.57,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730000.0,
apartamentowiec,50.71,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191685.0,
apartamentowiec,52.56,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790000.0,
apartamentowiec,53.55,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880000.0,
apartamentowiec,53.73,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990000.0,
apartamentowiec,55.04,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,
apartamentowiec,55.95,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840000.0,
apartamentowiec,56.13,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319055.0,
apartamentowiec,56.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840000.0,
apartamentowiec,56.34,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890000.0,
apartamentowiec,56.48,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875000.0,
apartamentowiec,56.61,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070000.0,
apartamentowiec,57.18,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696000.0,
apartamentowiec,57.91,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760000.0,
apartamentowiec,58.29,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070000.0,
apartamentowiec,58.58,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929000.0,
apartamentowiec,58.69,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895000.0,
apartamentowiec,58.79,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960000.0,
apartamentowiec,58.93,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868000.0,
apartamentowiec,59.61,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869000.0,
apartamentowiec,60.15,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0,
apartamentowiec,60.37,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780000.0,
apartamentowiec,60.56,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920000.0,
apartamentowiec,60.68,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925000.0,
apartamentowiec,60.91,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895000.0,
apartamentowiec,62.18,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000.0,
apartamentowiec,62.63,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820000.0,
apartamentowiec,62.96,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290000.0,
apartamentowiec,63.13,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945000.0,
apartamentowiec,65.35,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988000.0,
apartamentowiec,66.16,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999000.0,
apartamentowiec,68.17,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780000.0,
apartamentowiec,70.74,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905472.0,
apartamentowiec,72.39,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940000.0,
apartamentowiec,72.94,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876000.0,
apartamentowiec,73.1,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468000.0,
apartamentowiec,76.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810000.0,
apartamentowiec,77.08,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999000.0,
apartamentowiec,81.28,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330000.0,
apartamentowiec,82.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990000.0,
apartamentowiec,89.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401000.0,
apartamentowiec,93.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090000.0,
apartamentowiec,97.78,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999000.0,
apartamentowiec,106.69,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,
apartamentowiec,106.75,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249000.0,
apartamentowiec,141.6,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490000.0,
blok_mieszkań,34.0,nizki_poziom_jakosci,kwiecien_2024,,,257000.0,,,,,,,,,,449000.0,,,,,,,365000.0,,,,,,,,612000.0,,
blok_mieszkań,34.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,556333.3333333334,570000.0,,,,,,,,,,,,,,,508428.5714285714,
blok_mieszkań,40.5,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,529500.0,567000.0,319000.0,,,,,,,,,,,,,699000.0,,
blok_mieszkań,51.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,517000.0,,,,,,,,,,,,,
blok_mieszkań,56.0,nizki_poziom_jakosci,kwiecien_2024,529000.0,,349500.0,,320000.0,,,,,,,329000.0,704750.0,727200.0,399000.0,,,,,,,,,,,,837000.0,732000.0,,
blok_mieszkań,56.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,439000.0,,559000.0,,,,,,799500.0,,,,,,,,,,499000.0,,619500.0,,907583.3333333334,,628500.0,
blok_mieszkań,83.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,719000.0,,,,,,,,,,,,,
blok_mieszkań,83.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,1470000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,30.22,wysoki_poziom_jakosci,kwiecien_2024,340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,32.1,nizki_poziom_jakosci,kwiecien_2024,,310000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,32.1,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,848000.0,,,
blok_mieszkań,32.6,nizki_poziom_jakosci,kwiecien_2024,,320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,33.5,nizki_poziom_jakosci,kwiecien_2024,,337000.0,,,,,,,,,,,,,,,,,,,,,,,,,612000.0,,,
blok_mieszkań,33.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,349000.0,,,,,,,,,,,569500.0,,,
blok_mieszkań,35.2,nizki_poziom_jakosci,kwiecien_2024,338000.0,,,,,,,,,,,,660000.0,,,,,,,,,,415000.0,,,,,,,
blok_mieszkań,35.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,649000.0,,,
blok_mieszkań,36.0,nizki_poziom_jakosci,kwiecien_2024,380000.0,,256300.0,,,,,,,,,,540200.0,530000.0,,310000.0,385000.0,,,,,237000.0,,,,,650000.0,,509500.0,471500.0
blok_mieszkań,36.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,602000.0,,320400.0,,,,,,,,,,,,,,613025.0,
blok_mieszkań,39.8,nizki_poziom_jakosci,kwiecien_2024,399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,41.7,nizki_poziom_jakosci,kwiecien_2024,,395000.0,,,,,,,,,,,597000.0,,,,,,,,,,,,,,645000.0,,,539000.0
blok_mieszkań,42.0,nizki_poziom_jakosci,kwiecien_2024,,,,325000.0,,,,,,,,,,,,,,490000.0,,,,,,,,,660000.0,,475000.0,488000.0
blok_mieszkań,42.0,wysoki_poziom_jakosci,kwiecien_2024,448000.0,,,,,,,,,,,,687000.0,699000.0,,,,,527000.0,,,,,,,,749750.0,,598333.3333333334,
blok_mieszkań,43.04,nizki_poziom_jakosci,kwiecien_2024,,377000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,43.4,wysoki_poziom_jakosci,kwiecien_2024,585900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,45.0,nizki_poziom_jakosci,kwiecien_2024,,367000.0,,,,269000.0,,,,,240000.0,,599750.0,,294500.0,290000.0,,,420000.0,,,,,,,,,,642000.0,
blok_mieszkań,45.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,579000.0,,,,470000.0,,800600.0,,,,580000.0,,607500.0,,,,,,,495000.0,633000.0,,,
blok_mieszkań,48.0,nizki_poziom_jakosci,kwiecien_2024,339000.0,,289000.0,,282000.0,359000.0,,,,,385000.0,,610600.0,677666.6666666666,339966.6666666667,,410000.0,,459000.0,,,279000.0,,,,,788840.0,813000.0,530000.0,545000.0
blok_mieszkań,48.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,395000.0,,,,,410000.0,539000.0,,,,399000.0,419000.0,,,466500.0,535000.0,881400.0,724000.0,619000.0,
blok_mieszkań,48.2,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645000.0,
blok_mieszkań,48.2,wysoki_poziom_jakosci,kwiecien_2024,515000.0,,550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,48.4,nizki_poziom_jakosci,kwiecien_2024,,382360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,49.23,nizki_poziom_jakosci,kwiecien_2024,360000.0,,,,,,,,,,,,,,,,,,,470000.0,,,,,,,,,,
blok_mieszkań,49.3,nizki_poziom_jakosci,kwiecien_2024,360000.0,,,,,,,,,,,,604500.0,,,,,,,,,,,,,,,,599000.0,
blok_mieszkań,49.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735000.0,
blok_mieszkań,49.4,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,529999.0,,,,,,,,,,,,,,,,,
blok_mieszkań,49.4,wysoki_poziom_jakosci,kwiecien_2024,532000.0,,,,,,530000.0,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,50.17,nizki_poziom_jakosci,kwiecien_2024,389999.0,,,,,,,,,,,,,,,410000.0,,,,,,,,,,,,,,
blok_mieszkań,53.9,nizki_poziom_jakosci,kwiecien_2024,480000.0,,,,,,,,,,,,,,,,,,,,,319000.0,,,,,,,,
blok_mieszkań,53.9,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000.0
blok_mieszkań,55.0,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,390000.0,440000.0,650000.0,870000.0,396666.6666666667,,,,,,,,,,,,670000.0,836000.0,581333.3333333334,589000.0
blok_mieszkań,55.0,wysoki_poziom_jakosci,kwiecien_2024,525000.0,,,,,,947000.0,,,,,,861333.3333333334,,500000.0,,,,,,,,,,,,889333.3333333334,,,
blok_mieszkań,55.38,wysoki_poziom_jakosci,kwiecien_2024,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,56.8,nizki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,772000.0,,
blok_mieszkań,56.8,wysoki_poziom_jakosci,kwiecien_2024,671000.0,,,,,,,,,,,,,,599000.0,,,,,,,,,,,,856500.0,915000.0,,
blok_mieszkań,57.7,nizki_poziom_jakosci,kwiecien_2024,420000.0,,,,,,,,,,,,685000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,57.7,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,
blok_mieszkań,57.86,nizki_poziom_jakosci,kwiecien_2024,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,58.0,nizki_poziom_jakosci,kwiecien_2024,,479000.0,384000.0,,,295000.0,,,,,,,870000.0,,,,499500.0,,,,,,,,,,828500.0,771295.0,679999.0,
blok_mieszkań,58.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,670000.0,,,,,,880000.0,,,,669333.3333333334,,,,,,675000.0,,,,968000.0,980000.0,,
blok_mieszkań,58.8,nizki_poziom_jakosci,kwiecien_2024,470000.0,,,,,,,,,,,,,,,,,,,,,,,,499000.0,,,,995000.0,
blok_mieszkań,59.3,nizki_poziom_jakosci,kwiecien_2024,515000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,59.3,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199000.0,
blok_mieszkań,60.1,nizki_poziom_jakosci,kwiecien_2024,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,60.1,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,,840000.0,,,,,,,,,,,
blok_mieszkań,60.2,nizki_poziom_jakosci,kwiecien_2024,,570000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0
blok_mieszkań,60.2,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,,620000.0,,,,,,,,,,,,
blok_mieszkań,62.4,nizki_poziom_jakosci,kwiecien_2024,,449000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,62.61,wysoki_poziom_jakosci,kwiecien_2024,639000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,64.58,wysoki_poziom_jakosci,kwiecien_2024,689000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,65.9,nizki_poziom_jakosci,kwiecien_2024,,462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,68.1,wysoki_poziom_jakosci,kwiecien_2024,,544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,75.47,nizki_poziom_jakosci,kwiecien_2024,556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,80.2,wysoki_poziom_jakosci,kwiecien_2024,,669000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,46.8,nizki_poziom_jakosci,kwiecien_2024,,,299900.0,299900.0,,,,,,,,,,,,,,,,549000.0,,,,,,,718333.3333333334,,,535000.0
blok_mieszkań,51.91,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,649000.0,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,60.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,,,,,489000.0,,,,,,,,,,1143450.0,,,
blok_mieszkań,61.0,nizki_poziom_jakosci,kwiecien_2024,,,,,370000.0,,,,,,,,698173.6666666666,700500.0,,,487999.0,,,,,,,,,,759000.0,871500.0,650000.0,
blok_mieszkań,61.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,754999.5,,,,,,,,,,,,599000.0,,,,,,799000.0,,,,649997.0,
blok_mieszkań,27.0,nizki_poziom_jakosci,kwiecien_2024,,,250000.0,,,,,,,,,,,,,234500.0,,,,,,,,,,,,512000.0,,
blok_mieszkań,27.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,420000.0,,355000.0,,,,,,,,,,,,,685000.0,544995.0,430000.0
blok_mieszkań,30.78,nizki_poziom_jakosci,kwiecien_2024,,,,230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,30.78,wysoki_poziom_jakosci,kwiecien_2024,,,,251500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,31.0,nizki_poziom_jakosci,kwiecien_2024,,,267000.0,,,,400000.0,,,,,,,,,240000.0,,,,,,,,,,,520000.0,,419000.0,
blok_mieszkań,31.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,499000.0,,,,,,420000.0,,,,,,,,,759000.0,,
blok_mieszkań,31.57,wysoki_poziom_jakosci,kwiecien_2024,,,,310000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,32.0,nizki_poziom_jakosci,kwiecien_2024,,,,255000.0,,,,,,,279000.0,,,539000.0,,,,,,,,,,,,,580000.0,,,
blok_mieszkań,32.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,489000.0,,,,,,,480000.0,,,,,,,,,435000.0,,360000.0,,,599000.0,,
blok_mieszkań,33.21,wysoki_poziom_jakosci,kwiecien_2024,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,34.26,nizki_poziom_jakosci,kwiecien_2024,,,265000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,34.5,nizki_poziom_jakosci,kwiecien_2024,,,293000.0,,,,,,,,,,,,,,,,,,,,,345000.0,,,,,,
blok_mieszkań,34.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,,,,,680000.0,,,,420000.0,,,,,,,,,,667000.0,,,
blok_mieszkań,34.9,nizki_poziom_jakosci,kwiecien_2024,,,255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,35.0,nizki_poziom_jakosci,kwiecien_2024,,,209000.0,,,,,,,,,,595000.0,,,250000.0,,,,,245000.0,,,,,,,,,
blok_mieszkań,35.0,wysoki_poziom_jakosci,kwiecien_2024,,,,359000.0,,,920000.0,,,,,,582000.0,,,,,,499000.0,,,,,,454500.0,,,,,
blok_mieszkań,35.08,wysoki_poziom_jakosci,kwiecien_2024,,,349900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,35.14,nizki_poziom_jakosci,kwiecien_2024,,,320000.0,320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,36.4,nizki_poziom_jakosci,kwiecien_2024,,,260000.0,,,,,,,,,,580000.0,,,,,,,,,,,,,,590000.0,580000.0,,
blok_mieszkań,37.0,nizki_poziom_jakosci,kwiecien_2024,,,,,223296.66666666666,210000.0,,,,410000.0,,,505500.0,740000.0,262400.0,258000.0,374000.0,,,,,,,,330000.0,,555666.6666666666,672000.0,440000.0,525000.0
blok_mieszkań,37.0,wysoki_poziom_jakosci,kwiecien_2024,,,410000.0,,,,,,,,,,639500.0,,,,440000.0,,,,319000.0,,,,,,700000.0,1020000.0,415000.0,
blok_mieszkań,37.5,nizki_poziom_jakosci,kwiecien_2024,,,274499.5,,,,,,,,,,,,,,,,,,,,,,,,730000.0,,,
blok_mieszkań,37.5,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,,,400000.0,,,,,,385000.0,,,,,,,,,,373000.0,,799000.0,,,
blok_mieszkań,37.85,nizki_poziom_jakosci,kwiecien_2024,,,,259000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
blok_mieszkań,38.0,nizki_poziom_jakosci,kwiecien_2024,,,303666.6666666667,279000.0,265000.0,235000.0,,,,,265000.0,,570000.0,617500.0,291250.0,262800.0,,365000.0,,385000.0,252000.0,,,,,,653222.2222222222,642500.0,,
blok_mieszkań,38.0,wysoki_poziom_jakosci,kwiecien_2024,,,,,,,635000.0,,,,,345000.0,649250.0,,440000.0,475000.0,,,,,333000.0,327500.0,,,,,747250.0,,629666.6666666666,
blok_mieszkań,38.6,nizki_poziom_jakosci,kwiecien_2024,,,219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
