miasto,rodzaj_zabudowy,metry_kwadratowe,ilosc_pokojow,rok_zabudowy,rodzaj_wlasnosci,stan_mieszkania,wartosc,okres
szczecin,blok_mieszkań,48.6,2.0,2021.0,wlasnosc_prywatna,wysoki_poziom_jakosci,583000,listopad_2023
szczecin,blok_mieszkań,64.5,3.0,1994.0,spółdzielnia,,579855,listopad_2023
szczecin,blok_mieszkań,56.0,3.0,2023.0,wlasnosc_prywatna,wysoki_poziom_jakosci,445000,listopad_2023
szczecin,blok_mieszkań,59.0,3.0,2023.0,wlasnosc_prywatna,wysoki_poziom_jakosci,465000,listopad_2023
szczecin,,46.4,2.0,1968.0,spółdzielnia,,359995,listopad_2023
szczecin,blok_mieszkań,42.42,2.0,1975.0,spółdzielnia,nizki_poziom_jakosci,349000,listopad_2023
szczecin,blok_mieszkań,49.5,2.0,1980.0,spółdzielnia,nizki_poziom_jakosci,419000,listopad_2023
szczecin,kamienica,80.49,3.0,1923.0,wlasnosc_prywatna,nizki_poziom_jakosci,550000,listopad_2023
szczecin,blok_mieszkań,47.09,3.0,1968.0,wlasnosc_prywatna,wysoki_poziom_jakosci,549000,listopad_2023
szczecin,blok_mieszkań,38.14,2.0,1980.0,wlasnosc_prywatna,wysoki_poziom_jakosci,419000,listopad_2023
szczecin,kamienica,59.8,3.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,705000,listopad_2023
szczecin,blok_mieszkań,38.5,2.0,1980.0,spółdzielnia,,389999,listopad_2023
szczecin,blok_mieszkań,46.25,2.0,,wlasnosc_prywatna,,389000,listopad_2023
szczecin,,42.5,2.0,1992.0,wlasnosc_prywatna,wysoki_poziom_jakosci,420000,listopad_2023
szczecin,,126.6,4.0,,wlasnosc_prywatna,,759600,listopad_2023
szczecin,blok_mieszkań,63.0,3.0,1980.0,wlasnosc_prywatna,,495000,listopad_2023
szczecin,blok_mieszkań,47.65,2.0,1972.0,spółdzielnia,nizki_poziom_jakosci,390000,listopad_2023
szczecin,kamienica,58.41,2.0,1940.0,wlasnosc_prywatna,nizki_poziom_jakosci,299000,listopad_2023
szczecin,kamienica,51.0,3.0,1956.0,wlasnosc_prywatna,,499000,listopad_2023
szczecin,blok_mieszkań,30.0,1.0,1940.0,wlasnosc_prywatna,wysoki_poziom_jakosci,320000,listopad_2023
szczecin,blok_mieszkań,84.0,4.0,1996.0,spółdzielnia,nizki_poziom_jakosci,590000,listopad_2023
szczecin,blok_mieszkań,47.0,2.0,1970.0,spółdzielnia,wysoki_poziom_jakosci,365000,listopad_2023
szczecin,blok_mieszkań,34.0,2.0,,wlasnosc_prywatna,,320000,listopad_2023
szczecin,blok_mieszkań,32.1,1.0,2014.0,wlasnosc_prywatna,,359000,listopad_2023
szczecin,,70.83,4.0,,wlasnosc_prywatna,,380000,listopad_2023
szczecin,blok_mieszkań,47.76,2.0,1980.0,wlasnosc_prywatna,,409000,listopad_2023
szczecin,blok_mieszkań,27.12,1.0,1980.0,wlasnosc_prywatna,wysoki_poziom_jakosci,279000,listopad_2023
szczecin,blok_mieszkań,50.5,2.0,1997.0,wlasnosc_prywatna,wysoki_poziom_jakosci,444000,listopad_2023
szczecin,apartamentowiec,65.63,3.0,2011.0,wlasnosc_prywatna,wysoki_poziom_jakosci,699000,listopad_2023
szczecin,kamienica,33.97,4.0,1920.0,wlasnosc_prywatna,nizki_poziom_jakosci,219000,listopad_2023
szczecin,kamienica,60.3,3.0,,wlasnosc_prywatna,wysoki_poziom_jakosci,499999,listopad_2023
szczecin,blok_mieszkań,56.0,3.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,590000,listopad_2023
szczecin,blok_mieszkań,28.13,1.0,1965.0,wlasnosc_prywatna,wysoki_poziom_jakosci,319500,listopad_2023
szczecin,blok_mieszkań,36.6,2.0,1990.0,spółdzielnia,wysoki_poziom_jakosci,420000,listopad_2023
szczecin,blok_mieszkań,49.2,2.0,1987.0,spółdzielnia,,440000,listopad_2023
szczecin,blok_mieszkań,36.6,2.0,1990.0,spółdzielnia,,420000,listopad_2023
szczecin,kamienica,48.31,2.0,1940.0,wlasnosc_prywatna,wysoki_poziom_jakosci,479000,listopad_2023
szczecin,,38.2,2.0,1960.0,wlasnosc_prywatna,wysoki_poziom_jakosci,310000,listopad_2023
szczecin,blok_mieszkań,58.82,2.0,1930.0,wlasnosc_prywatna,nizki_poziom_jakosci,390000,listopad_2023
szczecin,kamienica,61.45,2.0,1905.0,wlasnosc_prywatna,wysoki_poziom_jakosci,529000,listopad_2023
szczecin,blok_mieszkań,80.0,3.0,2018.0,wlasnosc_prywatna,wysoki_poziom_jakosci,919000,listopad_2023
szczecin,blok_mieszkań,78.32,4.0,2018.0,wlasnosc_prywatna,wysoki_poziom_jakosci,909000,listopad_2023
szczecin,,75.0,3.0,1982.0,wlasnosc_prywatna,,479000,listopad_2023
szczecin,,80.98,3.0,2011.0,wlasnosc_prywatna,,832000,listopad_2023
szczecin,,32.0,1.0,1980.0,spółdzielnia,,279000,listopad_2023
szczecin,blok_mieszkań,59.81,3.0,1980.0,wlasnosc_prywatna,,475000,listopad_2023
szczecin,,49.0,2.0,,wlasnosc_prywatna,,450000,listopad_2023
szczecin,apartamentowiec,88.22,3.0,2000.0,wlasnosc_prywatna,wysoki_poziom_jakosci,980000,listopad_2023
szczecin,blok_mieszkań,66.05,2.0,1980.0,wlasnosc_prywatna,wysoki_poziom_jakosci,481000,listopad_2023
szczecin,blok_mieszkań,43.96,2.0,2011.0,wlasnosc_prywatna,wysoki_poziom_jakosci,499000,listopad_2023
szczecin,kamienica,95.82,3.0,1903.0,wlasnosc_prywatna,nizki_poziom_jakosci,465000,listopad_2023
szczecin,,32.42,1.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,320000,listopad_2023
szczecin,apartamentowiec,78.32,4.0,2018.0,wlasnosc_prywatna,,909000,listopad_2023
szczecin,,53.0,2.0,,wlasnosc_prywatna,,448909,listopad_2023
szczecin,blok_mieszkań,63.0,3.0,1975.0,wlasnosc_prywatna,wysoki_poziom_jakosci,599000,listopad_2023
szczecin,blok_mieszkań,48.0,2.0,,spółdzielnia,wysoki_poziom_jakosci,469000,listopad_2023
szczecin,blok_mieszkań,51.9,3.0,1976.0,spółdzielnia,,419000,listopad_2023
szczecin,blok_mieszkań,44.51,2.0,1965.0,wlasnosc_prywatna,nizki_poziom_jakosci,389000,listopad_2023
szczecin,blok_mieszkań,42.0,2.0,2023.0,wlasnosc_prywatna,,490000,listopad_2023
szczecin,,49.0,3.0,,spółdzielnia,,439000,listopad_2023
szczecin,,47.33,2.0,1920.0,wlasnosc_prywatna,,345000,listopad_2023
szczecin,blok_mieszkań,62.0,3.0,1980.0,wlasnosc_prywatna,,575000,listopad_2023
szczecin,blok_mieszkań,42.98,2.0,2016.0,wlasnosc_prywatna,wysoki_poziom_jakosci,377000,listopad_2023
szczecin,kamienica,43.32,2.0,1930.0,wlasnosc_prywatna,,330000,listopad_2023
szczecin,blok_mieszkań,55.0,2.0,2001.0,wlasnosc_prywatna,wysoki_poziom_jakosci,530000,listopad_2023
szczecin,blok_mieszkań,47.8,3.0,1967.0,wlasnosc_prywatna,wysoki_poziom_jakosci,419000,listopad_2023
szczecin,kamienica,68.67,3.0,1930.0,wlasnosc_prywatna,,420000,listopad_2023
szczecin,blok_mieszkań,77.93,4.0,2010.0,wlasnosc_prywatna,wysoki_poziom_jakosci,799000,listopad_2023
szczecin,blok_mieszkań,58.0,3.0,,wlasnosc_prywatna,,660000,listopad_2023
szczecin,blok_mieszkań,56.0,2.0,2013.0,wlasnosc_prywatna,,583000,listopad_2023
szczecin,kamienica,85.66,3.0,1930.0,wlasnosc_prywatna,,599000,listopad_2023
szczecin,kamienica,30.65,1.0,1891.0,wlasnosc_prywatna,,326000,listopad_2023
szczecin,,74.0,3.0,,wlasnosc_prywatna,nizki_poziom_jakosci,600000,listopad_2023
szczecin,kamienica,69.75,3.0,,wlasnosc_prywatna,nizki_poziom_jakosci,450000,listopad_2023
szczecin,kamienica,88.0,3.0,,wlasnosc_prywatna,nizki_poziom_jakosci,420000,listopad_2023
szczecin,blok_mieszkań,48.5,2.0,1960.0,wlasnosc_prywatna,,485000,listopad_2023
szczecin,kamienica,57.2,2.0,,wlasnosc_prywatna,,375000,listopad_2023
szczecin,blok_mieszkań,54.9,2.0,2001.0,wlasnosc_prywatna,wysoki_poziom_jakosci,530000,listopad_2023
szczecin,,65.0,3.0,1989.0,spółdzielnia,,550000,listopad_2023
szczecin,,62.0,3.0,1980.0,spółdzielnia,,490000,listopad_2023
szczecin,blok_mieszkań,57.22,2.0,1997.0,spółdzielnia,,499000,listopad_2023
szczecin,,113.0,4.0,,wlasnosc_prywatna,,759000,listopad_2023
szczecin,blok_mieszkań,46.24,3.0,1960.0,wlasnosc_prywatna,wysoki_poziom_jakosci,531000,listopad_2023
szczecin,kamienica,70.95,3.0,1889.0,wlasnosc_prywatna,nizki_poziom_jakosci,460000,listopad_2023
szczecin,kamienica,74.9,3.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,369000,listopad_2023
szczecin,blok_mieszkań,61.81,3.0,2000.0,spółdzielnia,,569000,listopad_2023
szczecin,blok_mieszkań,40.68,2.0,2006.0,wlasnosc_prywatna,wysoki_poziom_jakosci,439000,listopad_2023
szczecin,blok_mieszkań,77.89,3.0,1991.0,wlasnosc_prywatna,wysoki_poziom_jakosci,560000,listopad_2023
szczecin,kamienica,69.08,3.0,1930.0,wlasnosc_prywatna,,565400,listopad_2023
szczecin,,43.5,2.0,,wlasnosc_prywatna,,419000,listopad_2023
szczecin,blok_mieszkań,54.26,2.0,2008.0,wlasnosc_prywatna,wysoki_poziom_jakosci,616000,listopad_2023
szczecin,blok_mieszkań,43.5,2.0,1973.0,spółdzielnia,wysoki_poziom_jakosci,429000,listopad_2023
szczecin,apartamentowiec,42.0,2.0,2023.0,wlasnosc_prywatna,,482000,listopad_2023
szczecin,,52.6,2.0,,spółdzielnia,,485000,listopad_2023
szczecin,blok_mieszkań,80.35,3.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,739000,listopad_2023
szczecin,kamienica,114.0,5.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,785000,listopad_2023
szczecin,kamienica,86.0,3.0,1940.0,wlasnosc_prywatna,wysoki_poziom_jakosci,579000,listopad_2023
szczecin,kamienica,46.01,2.0,1930.0,wlasnosc_prywatna,nizki_poziom_jakosci,290000,listopad_2023
szczecin,,27.91,2.0,1930.0,wlasnosc_prywatna,,270000,listopad_2023
szczecin,kamienica,68.5,2.0,1902.0,wlasnosc_prywatna,nizki_poziom_jakosci,469500,listopad_2023
szczecin,blok_mieszkań,55.04,3.0,2013.0,wlasnosc_prywatna,wysoki_poziom_jakosci,670000,listopad_2023
szczecin,kamienica,59.0,2.0,,wlasnosc_prywatna,nizki_poziom_jakosci,500000,listopad_2023
szczecin,apartamentowiec,82.6,4.0,2001.0,wlasnosc_prywatna,wysoki_poziom_jakosci,790000,listopad_2023
szczecin,blok_mieszkań,47.12,2.0,1985.0,spółdzielnia,,439000,listopad_2023
szczecin,blok_mieszkań,64.0,3.0,1989.0,spółdzielnia,,560000,listopad_2023
szczecin,blok_mieszkań,51.79,3.0,2018.0,wlasnosc_prywatna,wysoki_poziom_jakosci,630000,listopad_2023
szczecin,blok_mieszkań,55.48,2.0,,wlasnosc_prywatna,,225000,listopad_2023
szczecin,blok_mieszkań,46.82,3.0,1970.0,wlasnosc_prywatna,wysoki_poziom_jakosci,390000,listopad_2023
szczecin,,60.0,3.0,1998.0,wlasnosc_prywatna,wysoki_poziom_jakosci,699000,listopad_2023
szczecin,kamienica,51.0,3.0,1956.0,wlasnosc_prywatna,,499000,listopad_2023
szczecin,blok_mieszkań,30.9,1.0,1980.0,spółdzielnia,wysoki_poziom_jakosci,289000,listopad_2023
szczecin,kamienica,51.02,2.0,1938.0,wlasnosc_prywatna,nizki_poziom_jakosci,290000,listopad_2023
szczecin,apartamentowiec,63.7,3.0,1998.0,spółdzielnia,,560000,listopad_2023
szczecin,blok_mieszkań,54.5,3.0,1967.0,spółdzielnia,nizki_poziom_jakosci,450000,listopad_2023
szczecin,blok_mieszkań,43.1,2.0,1963.0,spółdzielnia,nizki_poziom_jakosci,379000,listopad_2023
szczecin,blok_mieszkań,63.5,3.0,1987.0,wlasnosc_prywatna,,499000,listopad_2023
szczecin,kamienica,57.67,3.0,1936.0,wlasnosc_prywatna,wysoki_poziom_jakosci,469000,listopad_2023
szczecin,kamienica,40.63,2.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,480000,listopad_2023
szczecin,blok_mieszkań,54.5,3.0,1967.0,spółdzielnia,nizki_poziom_jakosci,450000,listopad_2023
szczecin,blok_mieszkań,53.0,2.0,1918.0,wlasnosc_prywatna,wysoki_poziom_jakosci,429000,listopad_2023
szczecin,blok_mieszkań,50.41,2.0,1991.0,wlasnosc_prywatna,nizki_poziom_jakosci,399000,listopad_2023
szczecin,kamienica,80.0,3.0,1948.0,wlasnosc_prywatna,,549000,listopad_2023
szczecin,blok_mieszkań,80.0,3.0,2018.0,wlasnosc_prywatna,wysoki_poziom_jakosci,910000,listopad_2023
szczecin,,68.5,3.0,2020.0,wlasnosc_prywatna,,749000,listopad_2023
szczecin,blok_mieszkań,102.0,4.0,2013.0,wlasnosc_prywatna,,799000,listopad_2023
szczecin,blok_mieszkań,48.5,2.0,1980.0,spółdzielnia,,369000,listopad_2023
szczecin,,73.11,4.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,730000,listopad_2023
szczecin,kamienica,74.57,3.0,1935.0,wlasnosc_prywatna,wysoki_poziom_jakosci,490000,listopad_2023
szczecin,,61.3,2.0,1960.0,wlasnosc_prywatna,wysoki_poziom_jakosci,420000,listopad_2023
szczecin,,82.15,3.0,,wlasnosc_prywatna,,500000,listopad_2023
szczecin,blok_mieszkań,82.0,4.0,1960.0,wlasnosc_prywatna,,599999,listopad_2023
szczecin,apartamentowiec,61.0,2.0,2009.0,wlasnosc_prywatna,wysoki_poziom_jakosci,629000,listopad_2023
szczecin,kamienica,132.35,4.0,1938.0,wlasnosc_prywatna,nizki_poziom_jakosci,670000,listopad_2023
