miasto,rodzaj_zabudowy,metry_kwadratowe,ilosc_pokojow,rok_zabudowy,rodzaj_wlasnosci,stan_mieszkania,wartosc,okres
szczecin,blok_mieszkań,60.0,2.0,1930.0,wlasnosc_prywatna,nizki_poziom_jakosci,499000,grudzien_2023
szczecin,,63.68,3.0,,spółdzielnia,,325000,grudzien_2023
szczecin,blok_mieszkań,76.0,4.0,2003.0,wlasnosc_prywatna,,660000,grudzien_2023
szczecin,kamienica,53.0,2.0,1920.0,wlasnosc_prywatna,,419000,grudzien_2023
szczecin,blok_mieszkań,52.14,2.0,1954.0,wlasnosc_prywatna,,469000,grudzien_2023
szczecin,,48.0,3.0,,wlasnosc_prywatna,,535000,grudzien_2023
szczecin,blok_mieszkań,69.8,3.0,2000.0,wlasnosc_prywatna,wysoki_poziom_jakosci,850000,grudzien_2023
szczecin,blok_mieszkań,37.7,2.0,2005.0,wlasnosc_prywatna,,399000,grudzien_2023
szczecin,apartamentowiec,58.68,2.0,2010.0,wlasnosc_prywatna,wysoki_poziom_jakosci,770000,grudzien_2023
szczecin,,61.48,2.0,1970.0,wlasnosc_prywatna,wysoki_poziom_jakosci,539000,grudzien_2023
szczecin,,48.5,2.0,1983.0,spółdzielnia,wysoki_poziom_jakosci,459000,grudzien_2023
szczecin,blok_mieszkań,46.06,2.0,1976.0,spółdzielnia,,530000,grudzien_2023
szczecin,blok_mieszkań,50.0,2.0,2008.0,wlasnosc_prywatna,wysoki_poziom_jakosci,550000,grudzien_2023
szczecin,,45.83,2.0,,wlasnosc_prywatna,,545000,grudzien_2023
szczecin,,27.49,1.0,,wlasnosc_prywatna,,354000,grudzien_2023
szczecin,,40.0,2.0,2020.0,wlasnosc_prywatna,wysoki_poziom_jakosci,569000,grudzien_2023
szczecin,,131.45,4.0,2016.0,wlasnosc_prywatna,wysoki_poziom_jakosci,999000,grudzien_2023
szczecin,blok_mieszkań,96.53,4.0,1936.0,wlasnosc_prywatna,nizki_poziom_jakosci,855000,grudzien_2023
szczecin,kamienica,26.79,2.0,1930.0,wlasnosc_prywatna,wysoki_poziom_jakosci,430000,grudzien_2023
szczecin,,50.0,2.0,,wlasnosc_prywatna,,479000,grudzien_2023
szczecin,,48.07,2.0,,spółdzielnia,,379000,grudzien_2023
szczecin,,32.0,1.0,1980.0,spółdzielnia,,269000,grudzien_2023
szczecin,blok_mieszkań,62.83,3.0,,wlasnosc_prywatna,,440000,grudzien_2023
szczecin,blok_mieszkań,40.0,2.0,2020.0,wlasnosc_prywatna,wysoki_poziom_jakosci,569000,grudzien_2023
szczecin,blok_mieszkań,63.9,3.0,1985.0,spółdzielnia,,575000,grudzien_2023
szczecin,kamienica,37.37,2.0,1930.0,wlasnosc_prywatna,nizki_poziom_jakosci,265000,grudzien_2023
szczecin,blok_mieszkań,37.2,2.0,2001.0,wlasnosc_prywatna,wysoki_poziom_jakosci,399000,grudzien_2023
szczecin,blok_mieszkań,33.0,2.0,1975.0,wlasnosc_prywatna,,363000,grudzien_2023
szczecin,blok_mieszkań,56.2,3.0,1982.0,spółdzielnia,nizki_poziom_jakosci,550000,grudzien_2023
szczecin,,84.0,3.0,,wlasnosc_prywatna,wysoki_poziom_jakosci,840000,grudzien_2023
szczecin,,54.0,2.0,1998.0,spółdzielnia,wysoki_poziom_jakosci,525000,grudzien_2023
szczecin,blok_mieszkań,30.0,1.0,,wlasnosc_prywatna,,399990,grudzien_2023
szczecin,,90.0,3.0,,wlasnosc_prywatna,,499000,grudzien_2023
szczecin,kamienica,48.5,2.0,,wlasnosc_prywatna,,355000,grudzien_2023
szczecin,blok_mieszkań,28.0,1.0,1965.0,wlasnosc_prywatna,,319500,grudzien_2023
